ID	log2Exp	log2FC
ASHGA5P026909	2.88	0.966
ASHGA5P026910	5.549	-1.27
ASHGA5P026912	6.857	-0.478
ASHGA5P026913	4.839	-2.612
ASHGA5P026915	7.02	-0.831
ASHGA5P026917	9.203	2.037
ASHGA5P026918	6.194	-5.691
ASHGA5P026919	4.894	1.649
ASHGA5P026921	8.093	0.548
ASHGA5P026923	6.738	0.489
ASHGA5P026924	5.297	0.918
ASHGA5P026926	6.721	0.524
ASHGA5P026930	4.755	0.587
ASHGA5P026931	5.81	0.809
ASHGA5P026932	3.969	2.494
ASHGA5P026933	8.623	-0.675
ASHGA5P026934	4.33	1.387
ASHGA5P026936	4.297	-2.944
ASHGA5P026939	3.363	-0.708
ASHGA5P026940	4.974	0.981
ASHGA5P026941	4.072	2.009
ASHGA5P026943	6.36	1.225
ASHGA5P026945	7.333	0.843
ASHGA5P026946	5.841	-0.454
ASHGA5P026947	7.365	0.827
ASHGA5P026948	3.974	3.154
ASHGA5P026950	10.049	-1.254
ASHGA5P026951	6.437	-2.411
ASHGA5P026952	8.026	-0.64
ASHGA5P026954	7.35	1.271
ASHGA5P026958	11.144	-0.79
ASHGA5P026961	2.839	0.873
ASHGA5P026962	8.488	2.794
ASHGA5P026963	4.984	0.775
ASHGA5P026965	9.237	1.363
ASHGA5P026966	2.911	1.029
ASHGA5P026968	3.495	-1.89
ASHGA5P026969	6.79	0.758
ASHGA5P026970	5.511	1.708
ASHGA5P026973	5.398	2.545
ASHGA5P026975	6.035	0.694
ASHGA5P026976	5.774	1.286
ASHGA5P026978	3.076	1.329
ASHGA5P026979	2.99	-0.879
ASHGA5P026980	4.757	-2.144
ASHGA5P026985	9.728	3.824
ASHGA5P026986	6.703	2.953
ASHGA5P026988	4.27	-2.302
ASHGA5P026989	10.333	0.783
ASHGA5P026990	6.677	0.54
ASHGA5P026995	5.767	1.597
ASHGA5P026998	7.304	1.492
ASHGA5P027000	9.211	1.312
ASHGA5P027002	12.462	0.568
ASHGA5P027003	7.43	0.774
ASHGA5P027004	7.376	2.772
ASHGA5P027005	9.171	1.855
ASHGA5P027006	9.491	-0.557
ASHGA5P027007	5.879	0.88
ASHGA5P027008	6.421	1.697
ASHGA5P027009	2.917	0.789
ASHGA5P027010	7.104	1.977
ASHGA5P027011	3.09	-1.077
ASHGA5P027012	2.802	0.693
ASHGA5P027013	7.053	1.485
ASHGA5P027014	7.078	5.161
ASHGA5P027018	6.593	0.316
ASHGA5P027019	2.733	0.66
ASHGA5P027020	10.782	1.847
ASHGA5P027021	9.165	0.507
ASHGA5P027022	5.379	2.864
ASHGA5P027023	3.776	0.986
ASHGA5P027024	3.925	-1.269
ASHGA5P027025	8.948	0.911
ASHGA5P027026	8.324	1.011
ASHGA5P027028	9.431	1.773
ASHGA5P027032	2.916	1.038
ASHGA5P027033	4.793	3.318
ASHGA5P027034	8.426	0.497
ASHGA5P027035	10.156	0.578
ASHGA5P027037	5.58	-1.14
ASHGA5P027039	7.401	0.957
ASHGA5P027041	5.253	0.887
ASHGA5P027043	3.149	1.212
ASHGA5P027044	13.844	-0.792
ASHGA5P027045	2.986	-0.868
ASHGA5P027046	3.112	1.431
ASHGA5P027047	3.078	1.329
ASHGA5P027048	6.355	-0.941
ASHGA5P027053	6.383	0.691
ASHGA5P027055	7.959	0.563
ASHGA5P027056	7.813	0.64
ASHGA5P027058	6.1	0.962
ASHGA5P027059	6.407	-1.992
ASHGA5P027063	6.531	-0.449
ASHGA5P027068	8.338	-0.382
ASHGA5P027069	8.96	0.999
ASHGA5P027070	6.421	-0.861
ASHGA5P027073	4.908	0.788
ASHGA5P027074	8.922	1.882
ASHGA5P027083	5.426	-1.038
ASHGA5P027084	3.478	-1.858
ASHGA5P027085	3.997	-1.296
ASHGA5P027086	7.61	1.923
ASHGA5P027087	5.751	-1.658
ASHGA5P027090	5.855	0.75
ASHGA5P027091	4.786	1.944
ASHGA5P027092	8.026	0.591
ASHGA5P027094	2.911	1.028
ASHGA5P027098	4.376	-2.096
ASHGA5P027100	4.755	1.995
ASHGA5P027101	13.137	-2.271
ASHGA5P027102	3.01	-0.915
ASHGA5P027104	10.505	1.455
ASHGA5P027105	10.657	-0.545
ASHGA5P027108	7.804	-1.598
ASHGA5P027115	2.734	0.674
ASHGA5P027118	6.599	0.573
ASHGA5P027123	3.303	1.813
ASHGA5P027124	7.423	0.867
ASHGA5P027125	11.553	1.126
ASHGA5P027127	3.114	1.131
ASHGA5P027128	3.209	1.075
ASHGA5P027129	4.28	1.358
ASHGA5P027131	4.729	1.68
ASHGA5P027132	9.337	3.082
ASHGA5P027133	9.784	0.659
ASHGA5P027134	8.943	3.684
ASHGA5P027135	6.459	0.606
ASHGA5P027139	6.322	1.837
ASHGA5P027140	5.321	2.241
ASHGA5P027141	7.094	-0.37
ASHGA5P027142	6.1	-1.127
ASHGA5P027145	2.984	-0.835
ASHGA5P027146	2.993	-0.883
ASHGA5P027150	5.535	-0.725
ASHGA5P027151	12.151	1.967
ASHGA5P027152	7.951	0.613
ASHGA5P027154	3.281	1.769
ASHGA5P027155	8.533	-0.692
ASHGA5P027157	5.631	3.134
ASHGA5P027159	7.506	-1.279
ASHGA5P027160	3.749	2.705
ASHGA5P027161	3.729	-1.267
ASHGA5P027163	2.786	0.778
ASHGA5P027164	7.264	1.666
ASHGA5P027166	3.285	-1.461
ASHGA5P027167	9.272	0.55
ASHGA5P027168	7.678	0.796
ASHGA5P027170	6.588	0.709
ASHGA5P027171	3.83	-1.728
ASHGA5P027175	5.606	-2.145
ASHGA5P027176	3.545	2.011
ASHGA5P027177	5.69	-1.199
ASHGA5P027180	16.148	-0.578
ASHGA5P027181	7.964	3.47
ASHGA5P027183	6.077	1.405
ASHGA5P027187	7.227	0.812
ASHGA5P027188	3.186	1.461
ASHGA5P027192	2.702	0.562
ASHGA5P027195	8.931	0.574
ASHGA5P027197	3.95	-1.145
ASHGA5P027198	10.078	0.916
ASHGA5P027203	8.092	-1.361
ASHGA5P027204	11.734	-0.904
ASHGA5P027205	8.393	1.054
ASHGA5P027206	9.971	-3.782
ASHGA5P027210	10.393	-1.292
ASHGA5P027211	6.386	-0.761
ASHGA5P027216	10.784	1.354
ASHGA5P027222	7.692	1.872
ASHGA5P027224	10.105	0.832
ASHGA5P027226	6.915	-0.865
ASHGA5P027229	7.905	-0.729
ASHGA5P027231	10.261	-2.152
ASHGA5P027232	2.935	0.931
ASHGA5P027243	8.686	-3.078
ASHGA5P027245	5.804	0.783
ASHGA5P027247	2.827	0.853
ASHGA5P027251	11.239	-0.88
ASHGA5P027252	2.682	0.565
ASHGA5P027254	6.181	2.367
ASHGA5P027257	8.193	1.204
ASHGA5P027263	5.64	0.505
ASHGA5P027264	2.963	0.987
ASHGA5P027265	5.541	1.653
ASHGA5P027268	3.06	1.275
ASHGA5P027269	10.979	-1.395
ASHGA5P027271	4.153	1.147
ASHGA5P027272	5.558	3.307
ASHGA5P027273	5.116	1.519
ASHGA5P027275	5.262	1.04
ASHGA5P027277	3.359	-1.603
ASHGA5P027278	5.258	-2.083
ASHGA5P027279	9.689	0.551
ASHGA5P027280	4.526	1.831
ASHGA5P027281	4.876	1.777
ASHGA5P027282	8.687	1.472
ASHGA5P027283	8.274	-1.576
ASHGA5P027286	4.941	1.112
ASHGA5P027288	5.617	1.45
ASHGA5P027289	4.679	1.278
ASHGA5P027291	7.571	-0.821
ASHGA5P027292	3.219	1.6
ASHGA5P027293	6.024	-0.647
ASHGA5P027294	5.471	1.042
ASHGA5P027297	2.95	1.106
ASHGA5P027299	15.467	-3.75
ASHGA5P027301	5.824	-1.388
ASHGA5P027304	3.32	1.566
ASHGA5P027305	10.9	-4.488
ASHGA5P027306	4.233	-1.066
ASHGA5P027307	9.42	2.617
ASHGA5P027308	11.078	0.953
ASHGA5P027310	6.71	0.444
ASHGA5P027311	9.224	1.769
ASHGA5P027312	4.609	1.417
ASHGA5P027313	7.771	-1.997
ASHGA5P027317	10.454	-1.619
ASHGA5P027321	4.219	1.067
ASHGA5P027323	12.988	-1.365
ASHGA5P027328	6.473	-1.235
ASHGA5P027331	9.376	1.096
ASHGA5P027335	4.259	-2.165
ASHGA5P027338	5.082	0.936
ASHGA5P027339	9.51	-1.798
ASHGA5P027340	8.009	-0.516
ASHGA5P027344	12.105	0.601
ASHGA5P027346	8.222	2.426
ASHGA5P027348	8.381	0.757
ASHGA5P027350	4.724	0.76
ASHGA5P027351	9.812	1.888
ASHGA5P027353	3.503	-1.032
ASHGA5P027354	7.842	-0.478
ASHGA5P027355	2.858	0.871
ASHGA5P027360	3.135	-1.167
ASHGA5P027361	15.935	1.343
ASHGA5P027362	5.385	-3.594
ASHGA5P027363	8.49	1.924
ASHGA5P027365	4.444	3.007
ASHGA5P027366	6	1.306
ASHGA5P027367	4.521	-1.348
ASHGA5P027369	6.77	-0.87
ASHGA5P027370	4.614	1.63
ASHGA5P027371	7.602	2.123
ASHGA5P027374	3.096	1.29
ASHGA5P027375	6.742	1.289
ASHGA5P027376	6.906	-0.899
ASHGA5P027377	8.191	0.472
ASHGA5P027378	6.634	4.626
ASHGA5P027380	9.408	0.47
ASHGA5P027381	11.398	-0.793
ASHGA5P027383	5.945	6.207
ASHGA5P027384	7.308	-1.493
ASHGA5P027386	5.723	2.435
ASHGA5P027389	7.513	1.874
ASHGA5P027390	2.825	0.53
ASHGA5P027391	4.828	0.722
ASHGA5P027392	2.679	0.552
ASHGA5P027395	7.387	0.924
ASHGA5P027397	3.104	-0.802
ASHGA5P027398	5.34	0.894
ASHGA5P027403	3.43	-1.732
ASHGA5P027405	7.576	1.799
ASHGA5P027406	3.044	1.285
ASHGA5P027408	6.459	-1.839
ASHGA5P027411	8.171	0.465
ASHGA5P027416	10.137	-1.675
ASHGA5P027417	4.891	-2.994
ASHGA5P027418	11.443	1.585
ASHGA5P027420	10.821	0.865
ASHGA5P027421	8.521	1.155
ASHGA5P027425	4.601	1.069
ASHGA5P027427	12.188	1.32
ASHGA5P027428	3.787	2.781
ASHGA5P027431	6.068	-0.587
ASHGA5P027432	6.337	-2.118
ASHGA5P027434	5.384	2.959
ASHGA5P027435	9.931	0.828
ASHGA5P027436	8.007	2.348
ASHGA5P027437	2.727	0.649
ASHGA5P027440	2.924	0.877
ASHGA5P027441	3.242	-1.38
ASHGA5P027443	6.874	-1.466
ASHGA5P027445	10.586	1.259
ASHGA5P027446	3.385	-1.026
ASHGA5P027450	4.724	2.736
ASHGA5P027451	2.981	1.161
ASHGA5P027452	4.394	0.929
ASHGA5P027453	6.404	0.655
ASHGA5P027456	3.87	1.21
ASHGA5P027459	7.311	1.302
ASHGA5P027460	2.816	0.658
ASHGA5P027461	3.021	1.133
ASHGA5P027466	3.792	1.836
ASHGA5P027467	3.56	1.913
ASHGA5P027469	12.334	1.07
ASHGA5P027470	6.976	0.782
ASHGA5P027472	2.926	1.059
ASHGA5P027473	10.652	0.858
ASHGA5P027475	9.314	-1.074
ASHGA5P027479	8.445	1.031
ASHGA5P027480	11.77	1.269
ASHGA5P027482	6.334	-2.945
ASHGA5P027483	5.226	3.239
ASHGA5P027484	6.9	0.767
ASHGA5P027485	10.839	1.417
ASHGA5P027486	6.065	0.939
ASHGA5P027488	2.783	0.52
ASHGA5P027491	9.665	0.62
ASHGA5P027492	5.783	2.428
ASHGA5P027493	7.861	3.746
ASHGA5P027494	12.864	-1.192
ASHGA5P027495	3.114	-1.123
ASHGA5P027501	4.848	1.154
ASHGA5P027503	2.749	0.526
ASHGA5P027506	5.467	0.748
ASHGA5P027507	2.796	0.65
ASHGA5P027509	4.223	-1.474
ASHGA5P027511	2.888	0.97
ASHGA5P027512	6.571	-3.07
ASHGA5P027514	5.555	-3.722
ASHGA5P027515	5.453	0.827
ASHGA5P027516	11.007	1.627
ASHGA5P027517	7.313	-1.731
ASHGA5P027519	5.042	-2.505
ASHGA5P027520	6.304	1.675
ASHGA5P027521	11.203	2.171
ASHGA5P027522	9.019	-2.812
ASHGA5P027526	8.222	0.679
ASHGA5P027527	9.191	-0.493
ASHGA5P027530	5.639	2.502
ASHGA5P027531	3.104	1.336
ASHGA5P027534	2.993	1.192
ASHGA5P027535	5.349	1.332
ASHGA5P027536	8.286	0.498
ASHGA5P027537	7.258	0.773
ASHGA5P027539	6.127	0.457
ASHGA5P027541	6.017	-0.936
ASHGA5P027542	7.212	-0.811
ASHGA5P027545	2.995	1.184
ASHGA5P027549	12.98	-1.058
ASHGA5P027552	8.637	1.221
ASHGA5P027553	9.377	3.497
ASHGA5P027554	3.358	1.922
ASHGA5P027556	6.002	0.939
ASHGA5P027557	7.625	0.815
ASHGA5P027558	5.062	1.138
ASHGA5P027559	6.32	0.439
ASHGA5P027560	3.065	-1.007
ASHGA5P027561	5.562	-2.185
ASHGA5P027562	9.283	-1.427
ASHGA5P027563	7.814	-1.722
ASHGA5P027564	7.146	0.722
ASHGA5P027569	8.014	-1.297
ASHGA5P027570	4.704	2.252
ASHGA5P027571	5.785	1.017
ASHGA5P027572	11.302	-0.977
ASHGA5P027574	5.032	1.852
ASHGA5P027575	7.302	0.844
ASHGA5P027576	11.886	-1.742
ASHGA5P027577	5.33	-0.86
ASHGA5P027580	2.994	1.103
ASHGA5P027583	4.406	-1.592
ASHGA5P027584	3.872	-1.747
ASHGA5P027585	5.563	0.878
ASHGA5P027586	4.67	1.227
ASHGA5P027587	5.725	-1.387
ASHGA5P027588	11.447	1.026
ASHGA5P027589	10.787	0.925
ASHGA5P027590	3.506	-1.878
ASHGA5P027591	2.987	-0.857
ASHGA5P027593	3.566	-0.909
ASHGA5P027594	8.624	-1.735
ASHGA5P027595	7.861	0.925
ASHGA5P027596	5.869	1.788
ASHGA5P027597	3.046	-0.986
ASHGA5P027598	4.404	-1.673
ASHGA5P027600	4.769	1.511
ASHGA5P027601	2.799	0.805
ASHGA5P027604	7.49	0.582
ASHGA5P027606	5.372	-1.077
ASHGA5P027608	7.081	1.133
ASHGA5P027610	4.32	2.719
ASHGA5P027612	9.415	2.574
ASHGA5P027615	5.823	-3.075
ASHGA5P027616	7.341	-1.679
ASHGA5P027617	3.828	-1.294
ASHGA5P027620	2.647	0.452
ASHGA5P027621	9.904	1.214
ASHGA5P027622	2.95	1.094
ASHGA5P027627	8.619	0.974
ASHGA5P027638	9.099	0.438
ASHGA5P027639	8.733	1.02
ASHGA5P027640	9.664	-4.186
ASHGA5P027645	7.653	-2.398
ASHGA5P027648	4.854	0.98
ASHGA5P027649	2.866	0.938
ASHGA5P027650	8.23	1.499
ASHGA5P027651	3.512	1.388
ASHGA5P027653	12.659	-4.516
ASHGA5P027654	11.979	-6.288
ASHGA5P027662	10.791	0.976
ASHGA5P027663	3.112	1.036
ASHGA5P027664	8.829	0.764
ASHGA5P027665	7.295	1.463
ASHGA5P027666	2.986	-0.861
ASHGA5P027668	11.94	1.398
ASHGA5P027669	3.847	-1.868
ASHGA5P027670	8.859	0.834
ASHGA5P027671	2.943	1.006
ASHGA5P027672	8.291	-1.197
ASHGA5P027673	5.206	1.192
ASHGA5P027676	10.83	1.136
ASHGA5P027678	6.43	1.066
ASHGA5P027680	2.684	0.551
ASHGA5P027681	6.981	0.847
ASHGA5P027682	5.667	0.406
ASHGA5P027683	3.026	1.155
ASHGA5P027684	3.059	1.316
ASHGA5P027685	6.389	1.247
ASHGA5P027686	9.528	1.942
ASHGA5P027687	9.937	0.979
ASHGA5P027688	7.969	-1.194
ASHGA5P027689	9.03	0.631
ASHGA5P027691	3.524	1.061
ASHGA5P027692	7.723	-2.41
ASHGA5P027694	7.163	1.94
ASHGA5P027699	9.877	-1.355
ASHGA5P027700	6.529	2.772
ASHGA5P027701	6.008	-0.866
ASHGA5P027702	4.801	-1.174
ASHGA5P027707	10.283	2.611
ASHGA5P027708	8.488	0.532
ASHGA5P027711	2.72	0.494
ASHGA5P027714	4.206	-2.334
ASHGA5P027715	2.866	0.659
ASHGA5P027716	3.018	-0.931
ASHGA5P027721	7.261	-1.733
ASHGA5P027723	8.779	0.77
ASHGA5P027724	4.099	3.392
ASHGA5P027728	9.561	-1.011
ASHGA5P027729	7.863	-1.121
ASHGA5P027730	3.665	-1.987
ASHGA5P027731	4.589	1.196
ASHGA5P027733	7.224	0.842
ASHGA5P027734	7.141	-2.213
ASHGA5P027736	6.076	2.484
ASHGA5P027738	5.975	0.493
ASHGA5P027739	2.617	0.44
ASHGA5P027743	6.787	0.463
ASHGA5P027744	7.562	2.218
ASHGA5P027746	9.364	1.212
ASHGA5P027749	6.823	-2.761
ASHGA5P027751	9.027	0.378
ASHGA5P027752	10.292	1.061
ASHGA5P027753	5.196	3.662
ASHGA5P027754	5.853	-2.286
ASHGA5P027755	3.095	-1.013
ASHGA5P027761	7.986	-1.553
ASHGA5P027764	5.283	-3.721
ASHGA5P027766	7.347	-1.632
ASHGA5P027767	6.415	2.85
ASHGA5P027768	6.888	1.505
ASHGA5P027769	4.874	-2.062
ASHGA5P027770	6.553	1.592
ASHGA5P027771	7.693	0.836
ASHGA5P027772	2.652	0.496
ASHGA5P027773	6.369	-3.002
ASHGA5P027775	11.19	1.52
ASHGA5P027776	9.991	2.495
ASHGA5P027778	5.884	0.868
ASHGA5P027779	16.315	-0.376
ASHGA5P027780	7.026	-0.854
ASHGA5P027781	3.102	1.368
ASHGA5P027792	9.031	-1.247
ASHGA5P027793	8.623	-2.793
ASHGA5P027795	3.925	-0.991
ASHGA5P027797	5.84	0.885
ASHGA5P027800	2.865	0.936
ASHGA5P027801	7.219	2.969
ASHGA5P027802	9.376	1.965
ASHGA5P027803	10.267	0.601
ASHGA5P027804	7.812	5.238
ASHGA5P027805	9.508	2.942
ASHGA5P027806	4.172	-2.509
ASHGA5P027808	3.066	1.306
ASHGA5P027809	5.883	-0.55
ASHGA5P027810	6.889	1.114
ASHGA5P027812	10.223	3.227
ASHGA5P027813	5.164	0.746
ASHGA5P027814	8.863	0.981
ASHGA5P027815	4.959	0.981
ASHGA5P027816	7.525	-1.102
ASHGA5P027819	11.171	1.311
ASHGA5P027825	9.552	-3.732
ASHGA5P027827	6.821	1.726
ASHGA5P027828	10.926	-0.644
ASHGA5P027830	4.309	2.683
ASHGA5P027832	7.399	1.588
ASHGA5P027833	3.185	1.166
ASHGA5P027834	5.061	1.153
ASHGA5P027836	5.563	-5.007
ASHGA5P027837	5.418	-2.497
ASHGA5P027838	6.963	-1.788
ASHGA5P027839	10.534	-1.228
ASHGA5P027841	5.44	-4.058
ASHGA5P027843	4.094	-2.21
ASHGA5P027846	4.092	-0.992
ASHGA5P027849	8.378	-1.642
ASHGA5P027851	4.45	-1.411
ASHGA5P027852	10.714	-1.877
ASHGA5P027855	6.976	1.037
ASHGA5P027856	4.793	2.065
ASHGA5P027858	8.515	2.754
ASHGA5P027859	3.045	1.291
ASHGA5P027860	10.955	-2.398
ASHGA5P027864	4.033	0.599
ASHGA5P027865	3.89	-1.685
ASHGA5P027866	5.055	2.018
ASHGA5P027873	6.414	0.8
ASHGA5P027874	2.746	0.698
ASHGA5P027876	8.399	-0.476
ASHGA5P027877	3.126	-1.147
ASHGA5P027880	3.049	-0.995
ASHGA5P027881	3.442	1.371
ASHGA5P027883	3.035	0.896
ASHGA5P027889	3.088	1.286
ASHGA5P027893	6.456	1.965
ASHGA5P027894	4.519	-1.511
ASHGA5P027896	7.747	-2.874
ASHGA5P027897	3.272	-1.363
ASHGA5P027899	3.445	1.612
ASHGA5P027900	2.82	0.842
ASHGA5P027901	3.146	-1.191
ASHGA5P027902	5.347	1.323
ASHGA5P027903	5.148	1.71
ASHGA5P027906	2.778	0.577
ASHGA5P027909	2.726	0.643
ASHGA5P027910	7.754	-1.122
ASHGA5P027912	7.512	0.538
ASHGA5P027913	9.499	1.996
ASHGA5P027914	3.208	-0.812
ASHGA5P027917	4.35	1.255
ASHGA5P027918	7.65	0.493
ASHGA5P027922	3.454	-1.339
ASHGA5P027927	10.033	0.375
ASHGA5P027934	4.022	1.132
ASHGA5P027937	7.013	0.553
ASHGA5P027938	8.103	0.759
ASHGA5P027939	3.934	-2.677
ASHGA5P027941	3.087	1.026
ASHGA5P027943	7.22	0.564
ASHGA5P027944	6.386	-0.515
ASHGA5P027946	4.812	1.515
ASHGA5P027947	3.12	1.307
ASHGA5P027948	7.164	0.946
ASHGA5P027950	8.965	1.447
ASHGA5P027952	12.91	0.433
ASHGA5P027953	8.968	0.622
ASHGA5P027959	4.34	-3.575
ASHGA5P027960	13.013	2.874
ASHGA5P027961	3.647	-0.897
ASHGA5P027964	10.929	0.921
ASHGA5P027965	7.179	0.869
ASHGA5P027966	4.506	-1.502
ASHGA5P027967	11.122	-0.999
ASHGA5P027968	3.385	-1.646
ASHGA5P027970	7.311	1.296
ASHGA5P027971	8.154	-2.446
ASHGA5P027973	3.103	1.367
ASHGA5P027976	7.372	1.189
ASHGA5P027977	7.802	2.001
ASHGA5P027978	5.004	1.359
ASHGA5P027979	2.775	0.746
ASHGA5P027982	5.557	0.691
ASHGA5P027983	2.721	0.648
ASHGA5P027984	7.248	-0.773
ASHGA5P027985	5.216	-0.982
ASHGA5P027987	4.08	-3.039
ASHGA5P027988	6.707	-3.214
ASHGA5P027989	4.213	-3.25
ASHGA5P027992	3.667	2.146
ASHGA5P027995	6.704	-0.463
ASHGA5P027996	3.427	-1.683
ASHGA5P027997	4.399	1.373
ASHGA5P027998	7.631	1.296
ASHGA5P027999	12.28	-1.192
ASHGA5P028001	7.81	1.497
ASHGA5P028003	10.86	-1.186
ASHGA5P028004	6.21	1.379
ASHGA5P028005	9.341	0.978
ASHGA5P028006	7.022	1.458
ASHGA5P028007	10.66	1.325
ASHGA5P028009	11.997	-3.347
ASHGA5P028010	8.408	-2.862
ASHGA5P028012	9.013	0.689
ASHGA5P028014	5.838	0.949
ASHGA5P028015	11.283	-0.514
ASHGA5P028016	5.249	-0.891
ASHGA5P028017	3.223	-1.228
ASHGA5P028018	5.754	1.614
ASHGA5P028019	15.74	1.356
ASHGA5P028020	5.614	1.533
ASHGA5P028023	6.735	-2.926
ASHGA5P028026	11.828	2.109
ASHGA5P028028	5.653	0.526
ASHGA5P028031	6.908	-1.602
ASHGA5P028032	9.508	1.086
ASHGA5P028033	2.855	0.774
ASHGA5P028034	8.783	-0.672
ASHGA5P028035	5.988	-0.868
ASHGA5P028036	7.38	2.417
ASHGA5P028037	8.862	2.426
ASHGA5P028039	7.473	0.612
ASHGA5P028040	6.566	4.34
ASHGA5P028042	5.962	-2.828
ASHGA5P028043	9.644	1.386
ASHGA5P028044	4.382	-1.434
ASHGA5P028045	12.086	-0.722
ASHGA5P028047	5.786	0.952
ASHGA5P028049	9.605	-0.954
ASHGA5P028050	6.771	0.685
ASHGA5P028054	3.253	1.712
ASHGA5P028058	3.101	1.37
ASHGA5P028061	3.041	-0.978
ASHGA5P028062	4.452	-1.9
ASHGA5P028063	2.848	0.902
ASHGA5P028064	3.107	1.421
ASHGA5P028065	9.272	1.16
ASHGA5P028066	10.457	0.702
ASHGA5P028067	3.099	1.352
ASHGA5P028069	4.617	1.545
ASHGA5P028071	2.775	0.747
ASHGA5P028073	13.92	1.572
ASHGA5P028074	7.248	1.038
ASHGA5P028077	5.487	1.367
ASHGA5P028078	12.301	2.049
ASHGA5P028079	9.395	-1.018
ASHGA5P028087	6.805	-0.324
ASHGA5P028088	7.119	-1.084
ASHGA5P028091	6.395	1.667
ASHGA5P028093	2.78	0.594
ASHGA5P028100	6.746	-0.49
ASHGA5P028103	6.469	-0.458
ASHGA5P028106	7.722	-0.592
ASHGA5P028107	9.623	-0.675
ASHGA5P028108	11.22	2.38
ASHGA5P028110	3.02	-0.935
ASHGA5P028112	2.734	0.6
ASHGA5P028114	3.894	-1.188
ASHGA5P028115	6.151	-0.857
ASHGA5P028116	2.834	0.623
ASHGA5P028122	8.945	-2.023
ASHGA5P028123	9.025	-1.682
ASHGA5P028124	10.011	-3.062
ASHGA5P028130	4.738	-4.369
ASHGA5P028132	9.367	2.269
ASHGA5P028133	11.754	-0.833
ASHGA5P028136	3.991	-2.867
ASHGA5P028138	10.491	1.135
ASHGA5P028141	3.087	1.342
ASHGA5P028144	4.683	1.876
ASHGA5P028145	14.747	0.347
ASHGA5P028146	5.374	1.675
ASHGA5P028148	3.094	1.371
ASHGA5P028150	3.4	-1.434
ASHGA5P028152	3.187	-1.268
ASHGA5P028156	7.83	-0.344
ASHGA5P028166	6.857	-3.305
ASHGA5P028167	2.842	0.654
ASHGA5P028170	7.631	0.482
ASHGA5P028171	3.106	-1.088
ASHGA5P028172	9.272	0.711
ASHGA5P028173	6.481	0.814
ASHGA5P028178	8.048	1.88
ASHGA5P028179	5.832	0.995
ASHGA5P028180	2.649	0.371
ASHGA5P028181	3.239	-1.255
ASHGA5P028183	3.193	1.58
ASHGA5P028184	4.377	1.274
ASHGA5P028185	12.166	-0.541
ASHGA5P028187	4.004	-2.372
ASHGA5P028188	5.301	0.68
ASHGA5P028192	9.229	1.505
ASHGA5P028194	5.849	1.312
ASHGA5P028198	5.561	-3.609
ASHGA5P028199	6.268	1.554
ASHGA5P028200	6.682	2.541
ASHGA5P028201	3.202	-1.174
ASHGA5P028203	5.159	1.705
ASHGA5P028204	2.93	1.066
ASHGA5P028206	3.162	1.314
ASHGA5P028207	9.097	2.334
ASHGA5P028208	7.278	-0.384
ASHGA5P028211	5.564	-1.178
ASHGA5P028212	10.284	-1.457
ASHGA5P028214	6.259	0.852
ASHGA5P028216	3.298	1.757
ASHGA5P028217	12.855	0.662
ASHGA5P028221	5.99	-0.915
ASHGA5P028223	7.845	-0.411
ASHGA5P028224	3.591	-0.744
ASHGA5P028225	5.676	-1.042
ASHGA5P028226	9.753	0.535
ASHGA5P028227	6.702	-0.667
ASHGA5P028229	8.801	0.872
ASHGA5P028231	5.54	0.527
ASHGA5P028233	8.688	1.293
ASHGA5P028234	8.255	5.153
ASHGA5P028236	7.359	1.819
ASHGA5P028237	10.047	-0.439
ASHGA5P028238	6.3	-0.556
ASHGA5P028239	7.124	-2.713
ASHGA5P028240	3.086	0.995
ASHGA5P028243	7.79	0.342
ASHGA5P028247	12.314	0.876
ASHGA5P028248	3.607	-1.384
ASHGA5P028250	5.054	-3.318
ASHGA5P028251	7.417	-2.421
ASHGA5P028252	6.841	-2.945
ASHGA5P028255	6.085	0.845
ASHGA5P028256	2.908	1.023
ASHGA5P028257	12.451	-0.507
ASHGA5P028259	2.984	1.174
ASHGA5P028260	6.074	1.699
ASHGA5P028265	4.415	2.481
ASHGA5P028266	12.442	-0.892
ASHGA5P028267	8.203	3.57
ASHGA5P028268	6.373	0.467
ASHGA5P028270	6.93	-2.962
ASHGA5P028272	7.974	0.974
ASHGA5P028273	8.144	-2.09
ASHGA5P028274	5.33	-1.128
ASHGA5P028275	6.775	-1.552
ASHGA5P028276	9.587	-0.831
ASHGA5P028277	5.198	1.14
ASHGA5P028280	9.221	2.278
ASHGA5P028284	8.228	-2.702
ASHGA5P028285	5.657	0.71
ASHGA5P028287	2.618	0.406
ASHGA5P028288	6.001	-2.212
ASHGA5P028290	4.967	-1.55
ASHGA5P028291	7.995	1.366
ASHGA5P028294	4.611	-3.204
ASHGA5P028297	3.659	2.508
ASHGA5P028299	4.201	-1.355
ASHGA5P028300	5.682	3.233
ASHGA5P028302	8.078	1.103
ASHGA5P028304	3.288	1.739
ASHGA5P028306	10.027	1.245
ASHGA5P028308	5.505	1.261
ASHGA5P028309	10.639	-1.654
ASHGA5P028311	3.846	1.523
ASHGA5P028315	2.741	0.616
ASHGA5P028316	6.474	0.773
ASHGA5P028318	7.116	-0.442
ASHGA5P028319	6.744	-0.73
ASHGA5P028320	8.605	2.544
ASHGA5P028323	3.108	1.191
ASHGA5P028327	4.783	1.47
