ID	log2Exp	log2FC
ASHGA5P024497	2.873	0.996
ASHGA5P024498	5.604	1.131
ASHGA5P024499	3.076	1.402
ASHGA5P024501	4.362	1.761
ASHGA5P024503	3.124	-1.108
ASHGA5P024505	3.134	-1.164
ASHGA5P024507	7.422	1.505
ASHGA5P024508	11.891	2.904
ASHGA5P024511	4.766	0.947
ASHGA5P024512	7.199	-1.007
ASHGA5P024513	3.937	-1.465
ASHGA5P024514	7.343	0.558
ASHGA5P024515	5.594	1.534
ASHGA5P024522	7.482	0.714
ASHGA5P024523	3.591	-1.616
ASHGA5P024524	6.708	-0.745
ASHGA5P024525	7.365	0.347
ASHGA5P024526	6.732	0.481
ASHGA5P024528	5.309	1.632
ASHGA5P024529	7.628	1.425
ASHGA5P024530	9.661	0.965
ASHGA5P024531	6.542	0.446
ASHGA5P024532	6.699	2.278
ASHGA5P024533	8.578	1.07
ASHGA5P024534	9.816	0.581
ASHGA5P024536	2.759	0.686
ASHGA5P024537	5.282	1.288
ASHGA5P024539	6.443	0.686
ASHGA5P024542	6.465	0.833
ASHGA5P024547	7.948	1.504
ASHGA5P024548	8.565	1.579
ASHGA5P024549	4.543	-1.994
ASHGA5P024550	3.766	-1.077
ASHGA5P024553	2.935	0.753
ASHGA5P024555	17.469	0.402
ASHGA5P024557	6.83	0.477
ASHGA5P024559	6.046	0.986
ASHGA5P024564	4.514	1.892
ASHGA5P024567	11.117	-0.504
ASHGA5P024568	4.23	1.184
ASHGA5P024570	3.892	-2.68
ASHGA5P024572	7.821	0.843
ASHGA5P024573	12.444	-0.873
ASHGA5P024574	6.853	1.098
ASHGA5P024575	6.496	0.869
ASHGA5P024576	2.883	1.017
ASHGA5P024577	6.843	-1.789
ASHGA5P024578	6.648	1.071
ASHGA5P024580	2.668	0.539
ASHGA5P024582	8.361	1.586
ASHGA5P024584	6.027	-0.953
ASHGA5P024587	6.781	1.087
ASHGA5P024591	9.025	-0.784
ASHGA5P024592	6.854	1.337
ASHGA5P024593	2.589	0.428
ASHGA5P024594	9.285	-0.767
ASHGA5P024596	4.629	-0.782
ASHGA5P024597	3.233	1.262
ASHGA5P024605	7.087	1.161
ASHGA5P024606	2.812	0.875
ASHGA5P024610	3.273	-1.445
ASHGA5P024611	9.038	1.777
ASHGA5P024613	2.986	1.044
ASHGA5P024616	7.962	0.854
ASHGA5P024618	10.017	0.718
ASHGA5P024619	5.072	4.059
ASHGA5P024620	4.929	2.497
ASHGA5P024621	7.22	4.746
ASHGA5P024624	12.206	-0.898
ASHGA5P024627	3.86	-2.614
ASHGA5P024628	4.564	-1.668
ASHGA5P024629	3.167	-1.213
ASHGA5P024632	2.881	1.012
ASHGA5P024633	8.03	2.083
ASHGA5P024634	5.922	0.817
ASHGA5P024637	5.192	1.241
ASHGA5P024640	2.804	0.699
ASHGA5P024643	10.244	1.098
ASHGA5P024644	4.963	-2.612
ASHGA5P024645	5.263	0.506
ASHGA5P024646	5.422	-1.091
ASHGA5P024648	5.56	1.107
ASHGA5P024650	2.987	1.225
ASHGA5P024652	6.538	0.577
ASHGA5P024653	12.697	0.955
ASHGA5P024654	6.772	1
ASHGA5P024656	2.883	1.016
ASHGA5P024659	9.105	-1.153
ASHGA5P024660	10.408	0.464
ASHGA5P024661	10.821	1.4
ASHGA5P024666	4.891	1.757
ASHGA5P024667	9.603	0.859
ASHGA5P024670	8.564	3.4
ASHGA5P024671	2.74	0.731
ASHGA5P024672	2.823	0.882
ASHGA5P024674	3.069	1.388
ASHGA5P024675	2.757	0.747
ASHGA5P024676	2.701	0.653
ASHGA5P024678	7.938	0.859
ASHGA5P024679	5.953	0.632
ASHGA5P024680	6.12	-1.172
ASHGA5P024682	7.622	-1.623
ASHGA5P024683	7.751	0.511
ASHGA5P024685	3.021	1.292
ASHGA5P024687	8.782	-1.51
ASHGA5P024688	6.79	1.298
ASHGA5P024690	5.934	-0.421
ASHGA5P024691	3.066	1.383
ASHGA5P024694	9.346	-1.32
ASHGA5P024695	3.079	1.409
ASHGA5P024696	3.245	-1.365
ASHGA5P024697	5.365	0.895
ASHGA5P024698	2.931	-0.756
ASHGA5P024699	12.512	-0.449
ASHGA5P024700	4.157	0.649
ASHGA5P024701	9.763	-1.248
ASHGA5P024706	2.739	0.728
ASHGA5P024707	3.732	1.165
ASHGA5P024710	8.094	0.646
ASHGA5P024711	3.965	1.12
ASHGA5P024712	4.048	-1.343
ASHGA5P024713	10.298	1.698
ASHGA5P024715	2.835	0.705
ASHGA5P024717	2.63	0.511
ASHGA5P024718	7.113	0.604
ASHGA5P024721	16.762	0.868
ASHGA5P024724	4.38	1.344
ASHGA5P024727	9.7	0.649
ASHGA5P024731	7.371	-0.944
ASHGA5P024732	6.629	0.815
ASHGA5P024733	9.45	0.616
ASHGA5P024734	7.631	-1.364
ASHGA5P024735	4.724	0.971
ASHGA5P024737	3.058	1.366
ASHGA5P024738	6.899	1.609
ASHGA5P024739	6.048	1.362
ASHGA5P024740	8.238	1.293
ASHGA5P024741	2.843	0.936
ASHGA5P024743	3.078	0.966
ASHGA5P024744	9.639	-0.884
ASHGA5P024746	13.603	0.445
ASHGA5P024751	7.06	0.425
ASHGA5P024753	10.432	2.379
ASHGA5P024754	10.617	0.668
ASHGA5P024755	8.798	-0.687
ASHGA5P024758	11.075	1.583
ASHGA5P024761	2.829	0.817
ASHGA5P024764	3.517	1.424
ASHGA5P024765	3.474	-0.632
ASHGA5P024766	2.863	0.978
ASHGA5P024767	6.715	1.021
ASHGA5P024768	7.403	3.085
ASHGA5P024771	5.556	1.506
ASHGA5P024774	3.574	1.465
ASHGA5P024777	3.892	2.059
ASHGA5P024778	3.262	1.775
ASHGA5P024779	2.996	0.863
ASHGA5P024780	7.621	1.074
ASHGA5P024781	7.475	0.629
ASHGA5P024782	2.654	0.449
ASHGA5P024783	6.626	1.061
ASHGA5P024788	5.471	0.808
ASHGA5P024789	9.509	0.825
ASHGA5P024790	7.003	1.568
ASHGA5P024791	7.73	1.459
ASHGA5P024792	8.36	0.796
ASHGA5P024793	8.485	-1.026
ASHGA5P024794	2.767	0.772
ASHGA5P024795	2.875	1.002
ASHGA5P024796	2.976	1.203
ASHGA5P024797	5.218	-1.14
ASHGA5P024798	5.752	1.532
ASHGA5P024801	2.772	0.541
ASHGA5P024805	2.93	1.112
ASHGA5P024806	3.131	1.512
ASHGA5P024807	5.583	1.59
ASHGA5P024808	5.825	1.078
ASHGA5P024809	12.347	0.702
ASHGA5P024812	6.107	0.932
ASHGA5P024813	4.302	1.844
ASHGA5P024818	7.681	1.004
ASHGA5P024819	8.94	-1.953
ASHGA5P024823	6.742	-0.58
ASHGA5P024824	2.744	0.738
ASHGA5P024826	2.583	0.417
ASHGA5P024827	6.895	-0.516
ASHGA5P024829	8.355	-0.73
ASHGA5P024830	10.173	1.53
ASHGA5P024834	9.253	0.601
ASHGA5P024835	2.818	0.886
ASHGA5P024837	4.539	1.367
ASHGA5P024838	4.918	1.839
ASHGA5P024839	3.17	1.124
ASHGA5P024841	3.239	-1.216
ASHGA5P024842	5.408	1.849
ASHGA5P024843	6.225	0.86
ASHGA5P024844	4.787	0.521
ASHGA5P024845	10.02	-5.149
ASHGA5P024846	7.865	0.563
ASHGA5P024851	4.409	1.871
ASHGA5P024853	13.017	0.934
ASHGA5P024854	6.28	0.668
ASHGA5P024857	2.875	0.779
ASHGA5P024859	2.981	1.154
ASHGA5P024861	3.062	1.376
ASHGA5P024864	2.984	1.22
ASHGA5P024872	4.831	0.813
ASHGA5P024876	3.501	-1.359
ASHGA5P024877	2.956	1.163
ASHGA5P024880	6.424	0.993
ASHGA5P024883	6.416	-0.39
ASHGA5P024885	3.031	-0.955
ASHGA5P024888	8.983	1.382
ASHGA5P024890	3.284	-1.252
ASHGA5P024891	10.245	1.247
ASHGA5P024896	2.587	0.395
ASHGA5P024898	2.748	0.457
ASHGA5P024901	5.559	0.565
ASHGA5P024904	3.082	-1.046
ASHGA5P024907	3.192	-1.233
ASHGA5P024908	5.652	0.42
ASHGA5P024911	2.818	0.864
ASHGA5P024914	2.698	0.626
ASHGA5P024917	6.33	0.786
ASHGA5P024922	3.063	-0.886
ASHGA5P024923	2.663	0.577
ASHGA5P024927	7.241	-1.192
ASHGA5P024928	9.424	0.428
ASHGA5P024929	7.454	-1.089
ASHGA5P024932	6.235	1.68
ASHGA5P024933	4.77	0.779
ASHGA5P024934	3.254	1.279
ASHGA5P024936	4.623	-3.924
ASHGA5P024938	9.119	0.543
ASHGA5P024943	3.07	1.391
ASHGA5P024945	2.953	0.713
ASHGA5P024949	4.453	-1.475
ASHGA5P024950	3.644	-1.221
ASHGA5P024952	2.979	1.209
ASHGA5P024955	3.528	-1.659
ASHGA5P024956	2.883	1.016
ASHGA5P024957	2.77	0.791
ASHGA5P024958	2.744	0.739
ASHGA5P024960	3.035	1.321
ASHGA5P024963	2.814	0.88
ASHGA5P024968	3.077	1.405
ASHGA5P024970	3.071	1.394
ASHGA5P024973	4.884	1.18
ASHGA5P024975	7.617	2.249
ASHGA5P024977	2.966	0.532
ASHGA5P024978	8.551	1.43
ASHGA5P024987	2.745	0.741
ASHGA5P024988	9.28	0.394
ASHGA5P024989	3.039	1.316
ASHGA5P024990	9.187	1.602
ASHGA5P024991	6.811	0.489
ASHGA5P024992	10.188	0.94
ASHGA5P024994	8.195	1.278
ASHGA5P024997	5.258	1.013
ASHGA5P024998	4.965	0.995
ASHGA5P025001	9.221	2.291
ASHGA5P025003	9.544	1.361
ASHGA5P025004	8.113	0.714
ASHGA5P025005	9.607	1.935
ASHGA5P025006	7.786	1.486
ASHGA5P025007	8.206	-3.395
ASHGA5P025009	7.02	0.524
ASHGA5P025011	8.037	1.147
ASHGA5P025015	7.203	1.265
ASHGA5P025017	3.268	-1.416
ASHGA5P025018	6.075	1.007
ASHGA5P025019	9.601	1.117
ASHGA5P025020	2.954	-0.789
ASHGA5P025021	4.032	1.186
ASHGA5P025022	6.715	1.498
ASHGA5P025023	3.102	-1.084
ASHGA5P025024	4.253	1.136
ASHGA5P025025	9.762	-0.6
ASHGA5P025026	11.197	0.368
ASHGA5P025027	4.402	-1.518
ASHGA5P025028	10.846	1.579
ASHGA5P025029	7.421	1.031
ASHGA5P025030	2.901	1.053
ASHGA5P025032	7.579	1.418
ASHGA5P025033	4.844	0.832
ASHGA5P025034	8.105	5.677
ASHGA5P025035	8.99	1.077
ASHGA5P025036	3.188	-1.267
ASHGA5P025039	7.772	1.225
ASHGA5P025041	6.34	-1.464
ASHGA5P025042	13.012	-0.612
ASHGA5P025044	3.048	1.346
ASHGA5P025046	9.2	0.621
ASHGA5P025048	4.289	-1.899
ASHGA5P025049	6.762	0.282
ASHGA5P025057	8.05	1.201
ASHGA5P025059	10.646	0.337
ASHGA5P025061	6.617	0.763
ASHGA5P025062	5.68	0.961
ASHGA5P025063	3.489	1.481
ASHGA5P025065	13.231	0.574
ASHGA5P025066	3.422	-1.739
ASHGA5P025069	4.822	1.173
ASHGA5P025070	8.249	0.622
ASHGA5P025071	4.085	-1.189
ASHGA5P025074	6.218	1.585
ASHGA5P025076	10.288	1.027
ASHGA5P025077	12.34	1.191
ASHGA5P025079	6.466	0.947
ASHGA5P025082	6.27	1.017
ASHGA5P025084	5.697	0.639
ASHGA5P025085	10.052	0.616
ASHGA5P025086	3.881	1.283
ASHGA5P025088	4.85	0.713
ASHGA5P025089	7.907	0.527
ASHGA5P025091	8.315	0.682
ASHGA5P025092	7.579	0.452
ASHGA5P025095	4.353	1.303
ASHGA5P025099	7.444	0.911
ASHGA5P025100	8.86	0.817
ASHGA5P025103	3.093	1.136
ASHGA5P025104	9.635	0.956
ASHGA5P025105	6.639	0.3
ASHGA5P025106	7.039	2.571
ASHGA5P025107	5.472	1.725
ASHGA5P025108	7.855	1.288
ASHGA5P025110	5.428	-3.63
ASHGA5P025111	3.124	1.499
ASHGA5P025115	6.857	1.28
ASHGA5P025116	5.47	1.076
ASHGA5P025119	2.771	0.793
ASHGA5P025121	10.801	1.463
ASHGA5P025122	3.146	-1.19
ASHGA5P025123	7.888	1.651
ASHGA5P025124	7.721	2.017
ASHGA5P025125	2.819	0.816
ASHGA5P025127	7.552	1.629
ASHGA5P025130	10.043	-0.931
ASHGA5P025137	2.694	0.638
ASHGA5P025143	2.93	1.069
ASHGA5P025144	4.657	-2.791
ASHGA5P025145	5.618	-2.597
ASHGA5P025146	6.095	0.663
ASHGA5P025147	10.561	0.442
ASHGA5P025150	9.155	-0.85
ASHGA5P025151	2.992	1.234
ASHGA5P025152	12.299	1.511
ASHGA5P025153	7.16	0.695
ASHGA5P025157	10.054	0.608
ASHGA5P025160	7.254	0.677
ASHGA5P025161	10.514	1.561
ASHGA5P025164	7.959	0.699
ASHGA5P025167	4.841	-1.947
ASHGA5P025169	7.503	3.197
ASHGA5P025171	4.34	2.226
ASHGA5P025173	2.897	1.044
ASHGA5P025175	6.87	0.644
ASHGA5P025176	8.509	1.377
ASHGA5P025177	5.559	-2.763
ASHGA5P025180	15.1	1.2
ASHGA5P025181	6.405	0.612
ASHGA5P025182	8.938	1.177
ASHGA5P025183	8.162	0.527
ASHGA5P025184	13.092	-1.465
ASHGA5P025185	6.414	-3.623
ASHGA5P025186	2.986	-0.867
ASHGA5P025188	5.168	-5.091
ASHGA5P025189	5.811	0.776
ASHGA5P025190	3.715	-1.28
ASHGA5P025191	3.662	-2.22
ASHGA5P025192	7.267	-0.913
ASHGA5P025193	10.626	1.083
ASHGA5P025194	9.418	2.877
ASHGA5P025199	6.087	-1.854
ASHGA5P025200	7.214	-0.505
ASHGA5P025201	7.031	-2.322
ASHGA5P025202	12.773	1.023
ASHGA5P025203	8.091	0.806
ASHGA5P025204	8.551	-1.322
ASHGA5P025206	3.255	-1.409
ASHGA5P025207	6.706	0.57
ASHGA5P025208	2.792	0.835
ASHGA5P025210	6.791	-2.703
ASHGA5P025212	6.894	1.301
ASHGA5P025213	5.434	-1.297
ASHGA5P025215	7.946	1.185
ASHGA5P025216	4.651	0.862
ASHGA5P025217	9.656	2.006
ASHGA5P025218	9.022	3.571
ASHGA5P025222	3.539	-1.833
ASHGA5P025223	4.621	1.133
ASHGA5P025224	4.309	1.057
ASHGA5P025225	9.344	-3.076
ASHGA5P025229	7.04	2.089
ASHGA5P025230	7.668	3.799
ASHGA5P025231	2.888	0.997
ASHGA5P025232	12.926	1.061
ASHGA5P025233	10.461	0.606
ASHGA5P025234	8.79	0.663
ASHGA5P025236	4.743	2.24
ASHGA5P025240	6.866	2.738
ASHGA5P025242	12.649	-0.423
ASHGA5P025244	6.058	1.451
ASHGA5P025245	4.321	1.5
ASHGA5P025246	4.426	-2.101
ASHGA5P025247	12.449	-4.076
ASHGA5P025249	9.2	-1.461
ASHGA5P025250	3.832	1.2
ASHGA5P025252	4.96	-4.778
ASHGA5P025253	4.351	-1.692
ASHGA5P025254	6.318	1.771
ASHGA5P025255	3.427	-1.146
ASHGA5P025256	9.33	1.361
ASHGA5P025257	5.014	0.465
ASHGA5P025258	9.497	1.201
ASHGA5P025259	5.821	0.877
ASHGA5P025260	4.606	-1.064
ASHGA5P025261	4.512	-1.991
ASHGA5P025262	13.119	-1.467
ASHGA5P025266	7.688	-3.864
ASHGA5P025267	6.576	1.572
ASHGA5P025268	8.778	1.667
ASHGA5P025269	10.46	-1.979
ASHGA5P025270	10.3	-1.5
ASHGA5P025273	11.766	-0.774
ASHGA5P025274	8.622	0.862
ASHGA5P025275	7.854	2.952
ASHGA5P025276	7.14	1.435
ASHGA5P025277	10.22	-1.454
ASHGA5P025278	7.271	-1.436
ASHGA5P025279	8.125	1.107
ASHGA5P025280	9.237	1.542
ASHGA5P025281	9.137	2.811
ASHGA5P025282	9.136	1.345
ASHGA5P025283	8.594	3.347
ASHGA5P025284	7.539	2.541
ASHGA5P025285	8.656	0.845
ASHGA5P025286	9.685	0.786
ASHGA5P025287	5.028	-4.174
ASHGA5P025288	8.779	-1.657
ASHGA5P025289	4.72	1.782
ASHGA5P025291	8.07	3.258
ASHGA5P025292	5.308	2.738
ASHGA5P025294	9.404	-1.397
ASHGA5P025295	8.66	0.974
ASHGA5P025296	9.882	3.045
ASHGA5P025297	8.085	-2.08
ASHGA5P025298	7.891	0.479
ASHGA5P025300	10.154	-1.134
ASHGA5P025301	9.687	0.603
ASHGA5P025302	7.33	1.685
ASHGA5P025303	10.804	2.323
ASHGA5P025304	8.961	-1.505
ASHGA5P025305	8.898	-1.393
ASHGA5P025306	7.896	1.25
ASHGA5P025307	8.548	1.883
ASHGA5P025308	9.26	4.134
ASHGA5P025309	8.888	1.644
ASHGA5P025310	9.778	-1.536
ASHGA5P025311	8.484	-0.418
ASHGA5P025312	8.001	3.146
ASHGA5P025313	11.433	-0.362
ASHGA5P025315	9.531	1.571
ASHGA5P025316	10.105	1.413
ASHGA5P025317	11.523	1.025
ASHGA5P025319	8.868	-0.369
ASHGA5P025320	8.797	0.801
ASHGA5P025321	8.631	1.138
ASHGA5P025322	7.995	-1.825
ASHGA5P025323	9.173	1.827
ASHGA5P025324	12.051	1.027
ASHGA5P025325	8.78	1.096
ASHGA5P025326	8.229	0.947
ASHGA5P025327	8.613	1.139
ASHGA5P025328	7.032	2.33
ASHGA5P025329	6.648	2.223
ASHGA5P025330	9.099	-0.558
ASHGA5P025331	7.021	-0.425
ASHGA5P025335	9.207	-1.085
ASHGA5P025336	9.667	-1.611
ASHGA5P025337	9.546	1.989
ASHGA5P025338	8.416	-1.643
ASHGA5P025339	7.975	2.139
ASHGA5P025340	6.592	-1.113
ASHGA5P025341	10.455	-2.084
ASHGA5P025342	6.19	2.064
ASHGA5P025345	8.444	3.678
ASHGA5P025347	8.304	3.258
ASHGA5P025349	9.076	-1.45
ASHGA5P025350	6.612	1.077
ASHGA5P025351	10.143	-1.258
ASHGA5P025352	8.802	0.495
ASHGA5P025353	9.381	0.697
ASHGA5P025354	12.497	-1.627
ASHGA5P025355	7.974	0.934
ASHGA5P025356	7.54	3.106
ASHGA5P025357	8.723	1.098
ASHGA5P025358	6.838	3.123
ASHGA5P025360	9.049	3.806
ASHGA5P025361	9.855	1.316
ASHGA5P025362	8.865	1.019
ASHGA5P025365	6.075	1.033
ASHGA5P025366	7.626	1.457
ASHGA5P025367	9.051	2.878
ASHGA5P025368	10.022	1.671
ASHGA5P025369	7.553	0.633
ASHGA5P025370	10.679	-1.502
ASHGA5P025371	7.175	0.349
ASHGA5P025372	9.02	0.663
ASHGA5P025373	6.116	3.247
ASHGA5P025374	9.061	3.116
ASHGA5P025375	8.363	2.109
ASHGA5P025376	8.892	1.641
ASHGA5P025377	10.415	3.821
ASHGA5P025378	4.836	2.425
ASHGA5P025379	6.854	3.44
ASHGA5P025380	7.081	1.417
ASHGA5P025381	8.489	2.308
ASHGA5P025382	9.755	-1.861
ASHGA5P025383	9.649	2.935
ASHGA5P025384	8.594	1.005
ASHGA5P025385	7.314	1.839
ASHGA5P025386	11.057	0.979
ASHGA5P025387	11.097	-0.743
ASHGA5P025388	7.131	-0.916
ASHGA5P025389	5.358	0.592
ASHGA5P025390	12.386	-1.193
ASHGA5P025392	8.719	-0.342
ASHGA5P025393	7.105	0.797
ASHGA5P025394	6.378	1.357
ASHGA5P025396	9.424	1.21
ASHGA5P025397	9.443	1.173
ASHGA5P025399	6.888	1.938
ASHGA5P025400	8.807	0.661
ASHGA5P025401	6.932	1.863
ASHGA5P025402	12.34	-0.923
ASHGA5P025403	7.044	2.558
ASHGA5P025404	7.456	0.829
ASHGA5P025405	6.791	2.291
ASHGA5P025406	6.663	2.43
ASHGA5P025407	5.963	-3.112
ASHGA5P025408	7.667	-0.916
ASHGA5P025409	8.786	1.29
ASHGA5P025410	11.382	-1.778
ASHGA5P025411	7.147	2.03
ASHGA5P025412	9.437	0.906
ASHGA5P025413	6.591	0.929
ASHGA5P025415	9.233	1.051
ASHGA5P025416	7.493	0.909
ASHGA5P025417	6.64	1.516
ASHGA5P025418	6.63	-1.039
ASHGA5P025419	9.481	1.173
ASHGA5P025420	5.487	1.218
ASHGA5P025421	7.052	-1.444
ASHGA5P025422	7.547	0.792
ASHGA5P025423	7.203	2.109
ASHGA5P025424	7.936	1.753
ASHGA5P025426	8.922	2.987
ASHGA5P025427	9.645	1.408
ASHGA5P025428	7.443	2.117
ASHGA5P025429	7.699	0.469
ASHGA5P025431	7.316	2.252
ASHGA5P025432	6.431	0.984
ASHGA5P025434	4.721	1.325
ASHGA5P025435	6.245	2.296
ASHGA5P025436	9.652	2.277
ASHGA5P025438	7.229	1.929
ASHGA5P025441	9.336	0.901
ASHGA5P025442	8.558	-0.847
ASHGA5P025443	6.866	0.535
ASHGA5P025444	8.868	1.246
ASHGA5P025445	5.396	1.566
ASHGA5P025446	8.866	-1.199
ASHGA5P025447	9.417	-1.39
ASHGA5P025448	6.282	4.038
ASHGA5P025449	9.135	3.222
ASHGA5P025450	9.135	0.479
ASHGA5P025451	10.971	-2.328
ASHGA5P025452	9.843	-1.019
ASHGA5P025453	9.188	1.64
ASHGA5P025454	9.381	-0.674
ASHGA5P025455	7.889	-0.304
ASHGA5P025456	6.953	2.434
ASHGA5P025457	9.906	-0.944
ASHGA5P025459	8.785	3.292
ASHGA5P025462	8.508	1.101
ASHGA5P025463	7.982	1.617
ASHGA5P025465	5.822	3.56
ASHGA5P025466	6.127	1.807
ASHGA5P025467	10.134	3.753
ASHGA5P025468	6.617	4.083
ASHGA5P025469	8.35	6.293
ASHGA5P025470	6.456	1.608
ASHGA5P025471	8.098	3.178
ASHGA5P025472	5.106	1.053
ASHGA5P025474	7.211	1.168
ASHGA5P025475	8.868	1.542
ASHGA5P025476	7.332	4.348
ASHGA5P025477	6.448	2.839
ASHGA5P025478	6.685	2.528
ASHGA5P025479	7.569	3.709
ASHGA5P025480	7.039	0.895
ASHGA5P025481	6.871	3.987
ASHGA5P025482	9.055	-1.127
ASHGA5P025483	9.172	2.371
ASHGA5P025484	7.831	1.269
ASHGA5P025485	10.545	0.432
ASHGA5P025486	10.512	-0.745
ASHGA5P025487	4.158	-2.063
ASHGA5P025488	8.79	2.125
ASHGA5P025489	8.659	3.51
ASHGA5P025490	5.571	0.6
ASHGA5P025491	5.541	0.357
ASHGA5P025492	7.679	1.626
ASHGA5P025494	4.369	1.498
ASHGA5P025498	5.075	1.496
ASHGA5P025500	6.413	1.4
ASHGA5P025501	6.033	3.324
ASHGA5P025503	4.188	3.143
ASHGA5P025504	5.566	1.502
ASHGA5P025505	3.077	1.406
ASHGA5P025506	5.127	1.088
ASHGA5P025509	4.083	3.005
ASHGA5P025510	5.782	1.68
ASHGA5P025511	4.075	3.316
ASHGA5P025512	5.078	2.016
ASHGA5P025513	3.944	2.2
ASHGA5P025514	4.295	2.492
ASHGA5P025515	4.916	2.498
ASHGA5P025516	4.13	1.616
ASHGA5P025517	4.622	1.745
ASHGA5P025519	4.668	0.658
ASHGA5P025522	2.937	1.124
ASHGA5P025523	6.094	3.77
ASHGA5P025524	5.818	1.864
ASHGA5P025525	4.84	3.944
ASHGA5P025526	5.902	2.594
ASHGA5P025527	4.067	2.755
ASHGA5P025528	3.973	3.198
ASHGA5P025529	4.607	3.759
ASHGA5P025531	3.975	2.767
ASHGA5P025532	3.058	1.367
ASHGA5P025533	3.562	2.374
ASHGA5P025534	4.495	3.653
ASHGA5P025535	3.571	2.392
ASHGA5P025536	4.673	3.292
ASHGA5P025538	4.868	4.125
ASHGA5P025540	5.48	3.168
ASHGA5P025541	6.036	2.557
ASHGA5P025542	5.036	2.849
ASHGA5P025543	5.686	3.465
ASHGA5P025544	6.159	4.156
ASHGA5P025545	5.792	0.66
ASHGA5P025546	6.799	1.437
ASHGA5P025547	6.031	1.644
ASHGA5P025548	2.877	0.803
ASHGA5P025549	6.871	2.331
ASHGA5P025550	7.737	2.87
ASHGA5P025551	7.49	2.411
ASHGA5P025552	7.993	2.887
ASHGA5P025553	7.164	2.353
ASHGA5P025554	6.983	2.458
ASHGA5P025555	6.843	2.257
ASHGA5P025556	6.835	1.832
ASHGA5P025557	6.302	1.78
ASHGA5P025558	4.635	2.819
ASHGA5P025559	3.332	1.915
ASHGA5P025560	4.136	3.509
ASHGA5P025561	3.608	1.797
ASHGA5P025562	4.191	3.047
ASHGA5P025563	4.653	3.66
ASHGA5P025564	4.101	2.735
ASHGA5P025565	2.899	1.049
ASHGA5P025566	4.148	3.118
ASHGA5P025567	4.515	3.629
ASHGA5P025568	4.922	3.938
ASHGA5P025569	4.226	3.491
ASHGA5P025571	3.373	-1.178
ASHGA5P025572	2.801	0.837
ASHGA5P025573	4.808	3.134
ASHGA5P025576	5.928	1.558
ASHGA5P025577	6.358	-2.271
ASHGA5P025578	5.337	1.832
ASHGA5P025579	6.282	-1.674
ASHGA5P025580	9.968	0.445
ASHGA5P025581	8.885	3.591
ASHGA5P025582	7.428	3.331
ASHGA5P025583	4.994	1.735
ASHGA5P025584	9.036	-1.173
ASHGA5P025585	3.467	2.185
ASHGA5P025586	7.017	3.545
ASHGA5P025587	8.256	1.644
ASHGA5P025588	8.583	0.516
ASHGA5P025589	8.271	1.118
ASHGA5P025590	7.652	-1.566
ASHGA5P025592	5.045	2.187
ASHGA5P025593	10.874	-1.178
ASHGA5P025594	10.599	-1.498
ASHGA5P025595	8.225	1.081
ASHGA5P025596	7.68	1.232
ASHGA5P025597	9.347	1.282
ASHGA5P025598	9.94	3.41
ASHGA5P025599	7.503	-2.459
ASHGA5P025601	6.707	2.039
ASHGA5P025604	6.85	1.639
ASHGA5P025605	7.592	0.823
ASHGA5P025607	10.323	-0.477
ASHGA5P025608	7.375	1.627
ASHGA5P025609	12.978	-5.228
ASHGA5P025610	13.667	-2.456
ASHGA5P025611	6.193	3.593
ASHGA5P025612	8.264	1.74
ASHGA5P025613	4.665	-1.53
ASHGA5P025614	10.54	1.522
ASHGA5P025616	7.422	1.548
ASHGA5P025618	7.529	3.899
ASHGA5P025619	9.517	-2.521
ASHGA5P025620	7.187	1.891
ASHGA5P025621	8.365	-0.606
ASHGA5P025622	14.837	-1.986
ASHGA5P025623	6.229	0.66
ASHGA5P025625	9.242	0.953
ASHGA5P025627	6.879	-0.52
ASHGA5P025631	8.661	1.278
ASHGA5P025632	9.596	-0.749
ASHGA5P025634	6.517	-0.489
ASHGA5P025635	10.514	2.745
ASHGA5P025636	8.953	1.154
ASHGA5P025637	8.153	-1.655
ASHGA5P025638	6.031	-0.379
ASHGA5P025639	7.183	-3.161
ASHGA5P025641	3.13	-1.136
ASHGA5P025644	6.208	1.483
ASHGA5P025645	4.935	1.032
ASHGA5P025646	14.905	-1.978
ASHGA5P025647	14.702	-2.5
ASHGA5P025648	14.992	-2.469
ASHGA5P025649	4.647	-1.647
ASHGA5P025650	14.925	-2.578
ASHGA5P025651	14.603	-2.54
ASHGA5P025652	14.093	-2.388
ASHGA5P025653	4.641	0.917
ASHGA5P025654	15.074	-2.498
ASHGA5P025655	14.173	-2.7
ASHGA5P025656	7.735	1.779
ASHGA5P025657	3.995	2.068
ASHGA5P025658	4.606	-1.661
ASHGA5P025659	5.618	2.251
ASHGA5P025660	10.111	1.489
ASHGA5P025662	10.332	1.576
ASHGA5P025664	6.794	1.036
ASHGA5P025665	5.152	-1.613
ASHGA5P025666	7.896	2.086
ASHGA5P025667	3.046	1.083
ASHGA5P025668	6.009	0.768
ASHGA5P025669	7.18	1.354
ASHGA5P025670	7.412	-2.865
ASHGA5P025672	6.425	1.706
ASHGA5P025673	6.19	-4.298
ASHGA5P025674	6.808	-3.196
ASHGA5P025675	6.106	0.936
ASHGA5P025677	3.172	-1.223
ASHGA5P025678	4.142	-2.599
ASHGA5P025679	4.371	-0.394
ASHGA5P025681	8.052	1.177
ASHGA5P025683	7.6	0.771
