ID	log2(fold change)	-log10(Pvalue)
ASHGA5P026748	2.177	5.712
ASHGA5P026749	2.553	6.093
ASHGA5P026751	1.881	5.77
ASHGA5P026753	2.727	4.127
ASHGA5P026754	0.907	3.209
ASHGA5P026755	1.011	2.555
ASHGA5P026756	-1.485	3.126
ASHGA5P026758	1.234	3.618
ASHGA5P026759	1.418	1.979
ASHGA5P026761	1.387	2.072
ASHGA5P026762	-0.619	3.046
ASHGA5P026763	-3.909	3.879
ASHGA5P026764	-2.977	3.217
ASHGA5P026765	0.457	1.759
ASHGA5P026766	-4.565	7.199
ASHGA5P026767	1.249	4.686
ASHGA5P026771	1.091	2.515
ASHGA5P026772	1.818	2.203
ASHGA5P026773	0.459	1.821
ASHGA5P026774	3.36	2.561
ASHGA5P026776	-1.552	2.453
ASHGA5P026777	-1.187	3.557
ASHGA5P026779	1.003	2.979
ASHGA5P026780	1.094	2.359
ASHGA5P026782	1.631	4.345
ASHGA5P026789	-1.932	3.745
ASHGA5P026790	1.016	2.26
ASHGA5P026794	-2.614	6.373
ASHGA5P026795	-3.02	5.371
ASHGA5P026801	0.875	2.571
ASHGA5P026803	1.328	3.828
ASHGA5P026805	1.131	2.491
ASHGA5P026808	0.982	3.477
ASHGA5P026811	-0.783	1.956
ASHGA5P026814	-1.189	1.651
ASHGA5P026815	-0.67	2.747
ASHGA5P026816	1.63	4.999
ASHGA5P026817	1.162	3.73
ASHGA5P026818	0.747	2.925
ASHGA5P026821	1.099	2.964
ASHGA5P026822	0.716	2.59
ASHGA5P026823	2.086	4.655
ASHGA5P026827	-2.298	4.739
ASHGA5P026829	-0.81	2.927
ASHGA5P026831	-2.85	3.361
ASHGA5P026836	-4.58	3.982
ASHGA5P026840	0.813	2.266
ASHGA5P026846	-1.017	3.707
ASHGA5P026850	-0.754	2.409
ASHGA5P026851	1.892	4.786
ASHGA5P026852	1.378	3.351
ASHGA5P026853	1.259	3.41
ASHGA5P026854	-3.406	3.03
ASHGA5P026855	0.691	2.7
ASHGA5P026856	-1.75	4.451
ASHGA5P026858	1.857	2.596
ASHGA5P026859	0.868	2.248
ASHGA5P026861	2.257	4.564
ASHGA5P026862	-1.015	4.049
ASHGA5P026865	0.655	3.27
ASHGA5P026868	0.739	3.348
ASHGA5P026869	0.893	3.531
ASHGA5P026871	1.049	2.345
ASHGA5P026872	1.296	5.008
ASHGA5P026873	0.896	1.974
ASHGA5P026874	0.977	2.589
ASHGA5P026875	0.58	2.43
ASHGA5P026879	-0.928	2.664
ASHGA5P026882	0.759	2.657
ASHGA5P026883	0.593	2.686
ASHGA5P026885	1.371	2.002
ASHGA5P026886	1.88	4.204
ASHGA5P026889	-1.18	4.685
ASHGA5P026891	-0.816	1.871
ASHGA5P026893	-1.024	2.298
ASHGA5P026895	-1.489	1.813
ASHGA5P026896	-0.764	2.125
ASHGA5P026897	1.783	4.683
ASHGA5P026904	-0.777	2.127
ASHGA5P026905	-1.95	3.265
ASHGA5P026906	0.792	3.71
ASHGA5P026907	1.152	4.314
ASHGA5P026909	0.988	2.227
ASHGA5P026911	-1.508	3.885
ASHGA5P026912	-0.486	2.378
ASHGA5P026915	0.477	1.976
ASHGA5P026917	1.654	3.472
ASHGA5P026918	-6.109	6.947
ASHGA5P026919	2.096	4.301
ASHGA5P026920	-0.636	3.029
ASHGA5P026921	0.779	1.786
ASHGA5P026923	0.453	2.175
ASHGA5P026924	1.043	1.679
ASHGA5P026926	0.48	1.996
ASHGA5P026927	1.144	2.184
ASHGA5P026928	1.048	4.049
ASHGA5P026930	0.397	1.858
ASHGA5P026931	0.825	3.077
ASHGA5P026932	0.732	1.952
ASHGA5P026933	-0.367	1.538
ASHGA5P026934	1.114	2.213
ASHGA5P026935	-1.666	2.151
ASHGA5P026936	-2.678	5.659
ASHGA5P026941	1.926	3.837
ASHGA5P026943	1.327	3.816
ASHGA5P026945	1.114	4.365
ASHGA5P026947	1.135	3.729
ASHGA5P026948	3.134	5.588
ASHGA5P026949	0.864	2.783
ASHGA5P026950	1.614	5.069
ASHGA5P026951	-1.922	3.455
ASHGA5P026952	0.702	3.578
ASHGA5P026954	1.868	4.232
ASHGA5P026958	-1.114	4.642
ASHGA5P026959	-0.747	2.334
ASHGA5P026961	0.901	2.21
ASHGA5P026962	2.726	3.898
ASHGA5P026963	0.982	3.74
ASHGA5P026965	1.515	5.044
ASHGA5P026966	1.051	2.254
ASHGA5P026968	-2.27	4.468
ASHGA5P026970	1.511	3.875
ASHGA5P026971	0.525	2.139
ASHGA5P026973	2.381	5.898
ASHGA5P026975	0.965	2.449
ASHGA5P026976	1.536	2.842
ASHGA5P026979	-0.891	2.207
ASHGA5P026981	-1.866	1.568
ASHGA5P026984	0.455	2.067
ASHGA5P026985	3.237	6.63
ASHGA5P026986	2.908	5.158
ASHGA5P026988	-2.037	2.377
ASHGA5P026989	1.027	2.775
ASHGA5P026991	0.512	1.973
ASHGA5P026995	1.674	4.463
ASHGA5P026997	0.346	1.97
ASHGA5P026998	0.83	3.352
ASHGA5P026999	0.519	2.238
ASHGA5P027000	1.711	5.142
ASHGA5P027002	1.11	4.318
ASHGA5P027003	0.757	2.543
ASHGA5P027004	2.687	4.641
ASHGA5P027005	3.513	6.334
ASHGA5P027006	-1.335	4.711
ASHGA5P027007	0.941	3.656
ASHGA5P027008	1.139	3.614
ASHGA5P027009	-2.722	4.984
ASHGA5P027010	1.811	5.369
ASHGA5P027011	-1.333	3.137
ASHGA5P027012	0.66	2.285
ASHGA5P027013	1.688	4.791
ASHGA5P027014	5.569	6.439
ASHGA5P027015	1.454	2.008
ASHGA5P027018	0.717	3.211
ASHGA5P027019	0.688	3.011
ASHGA5P027020	2.067	4.613
ASHGA5P027022	3.721	5.407
ASHGA5P027023	1.118	2.722
ASHGA5P027026	1.307	3.806
ASHGA5P027028	1.889	3.311
ASHGA5P027031	0.599	2.689
ASHGA5P027032	1.06	2.404
ASHGA5P027033	2.715	4.259
ASHGA5P027034	0.439	1.519
ASHGA5P027035	0.669	2.33
ASHGA5P027036	1.012	1.618
ASHGA5P027037	-1.831	5.235
ASHGA5P027039	1.285	3.225
ASHGA5P027041	2.012	4.927
ASHGA5P027044	-0.833	3.877
ASHGA5P027045	-0.861	2.337
ASHGA5P027047	1.368	2
ASHGA5P027052	0.696	2.56
ASHGA5P027053	0.793	3.741
ASHGA5P027055	0.554	2.112
ASHGA5P027056	0.832	2.097
ASHGA5P027058	-1.454	4.96
ASHGA5P027059	-2.702	4.808
ASHGA5P027060	0.87	2.706
ASHGA5P027063	0.889	3.549
ASHGA5P027065	0.541	2.534
ASHGA5P027066	0.764	2.245
ASHGA5P027067	0.551	2.251
ASHGA5P027069	0.763	3.438
ASHGA5P027070	-0.914	2.353
ASHGA5P027073	0.844	2.852
ASHGA5P027074	1.941	4.778
ASHGA5P027077	0.569	1.986
ASHGA5P027082	-0.674	3.11
ASHGA5P027083	-1.938	3.553
ASHGA5P027084	-3.185	5.053
ASHGA5P027085	-2.841	4.86
ASHGA5P027086	1.705	4.268
ASHGA5P027087	-2.19	4.944
ASHGA5P027088	-1.396	3.334
ASHGA5P027089	-1.909	1.612
ASHGA5P027090	0.89	3.546
ASHGA5P027091	2.016	5.372
ASHGA5P027094	1.05	2.267
ASHGA5P027095	0.369	1.534
ASHGA5P027097	0.545	2.061
ASHGA5P027098	-2.194	2.161
ASHGA5P027099	0.366	1.842
ASHGA5P027100	2.627	6.014
ASHGA5P027101	-1.317	4.807
ASHGA5P027104	1.475	5.076
ASHGA5P027106	0.659	3.113
ASHGA5P027107	1.328	4.202
ASHGA5P027115	0.645	1.997
ASHGA5P027117	-0.779	2.041
ASHGA5P027118	0.709	3.082
ASHGA5P027119	0.838	2.916
ASHGA5P027123	1.835	1.637
ASHGA5P027124	0.625	1.726
ASHGA5P027125	1.309	4.202
ASHGA5P027126	2.015	4.576
ASHGA5P027127	1.263	2.012
ASHGA5P027128	1.279	2.299
ASHGA5P027129	1.427	1.776
ASHGA5P027131	1.551	3.383
ASHGA5P027132	1.834	5.722
ASHGA5P027133	-0.971	3.562
ASHGA5P027134	2.676	6.478
ASHGA5P027135	0.596	2.701
ASHGA5P027137	0.539	1.942
ASHGA5P027139	2.531	6.481
ASHGA5P027140	2.379	5.594
ASHGA5P027147	1.183	2.256
ASHGA5P027148	1.357	2.024
ASHGA5P027149	1.074	2.479
ASHGA5P027151	8.573	8.358
ASHGA5P027152	1.343	3.915
ASHGA5P027154	1.336	2.177
ASHGA5P027156	0.86	2.189
ASHGA5P027157	2.933	6.37
ASHGA5P027159	-1.728	4.4
ASHGA5P027160	2.618	4.626
ASHGA5P027161	-1.424	4.315
ASHGA5P027162	0.61	2.541
ASHGA5P027163	0.8	2.274
ASHGA5P027164	0.779	3.405
ASHGA5P027166	-0.992	2.476
ASHGA5P027167	1.047	3.541
ASHGA5P027170	2.079	5.105
ASHGA5P027171	-2.261	6.188
ASHGA5P027173	0.516	2.008
ASHGA5P027174	0.938	1.539
ASHGA5P027179	0.904	1.837
ASHGA5P027181	3.634	7.652
ASHGA5P027183	1.296	5.07
ASHGA5P027184	-2.387	4.964
ASHGA5P027186	-5.955	7.03
ASHGA5P027187	1.519	4.235
ASHGA5P027188	1.399	1.758
ASHGA5P027191	0.741	2.495
ASHGA5P027195	0.993	3.997
ASHGA5P027197	-0.695	1.598
ASHGA5P027198	3.184	6.463
ASHGA5P027204	-1.402	5.043
ASHGA5P027205	1.082	3.993
ASHGA5P027206	-3.617	7.05
ASHGA5P027207	1.24	1.707
ASHGA5P027210	-1.114	3.61
ASHGA5P027211	-0.803	2.291
ASHGA5P027213	1.238	1.759
ASHGA5P027216	1.069	3.59
ASHGA5P027218	0.309	1.783
ASHGA5P027222	0.864	2.152
ASHGA5P027224	1.451	4.427
ASHGA5P027226	-0.731	2.624
ASHGA5P027227	1.04	3.029
ASHGA5P027230	0.496	2.341
ASHGA5P027231	-2.863	6.979
ASHGA5P027232	0.931	1.951
ASHGA5P027240	0.97	1.608
ASHGA5P027243	-3.101	6.683
ASHGA5P027245	0.993	3.57
ASHGA5P027246	0.743	2.735
ASHGA5P027247	0.879	2.237
ASHGA5P027252	0.59	2.28
ASHGA5P027254	3.299	5.4
ASHGA5P027255	-1.416	3.238
ASHGA5P027257	1.017	3.388
ASHGA5P027259	0.838	1.972
ASHGA5P027260	1.23	2.274
ASHGA5P027263	0.674	3.419
ASHGA5P027264	1.082	2.223
ASHGA5P027265	1.211	1.647
ASHGA5P027266	-1.18	3.343
ASHGA5P027268	1.323	2.037
ASHGA5P027269	-1.048	4.065
ASHGA5P027271	0.851	3.41
ASHGA5P027272	1.703	4.823
ASHGA5P027273	-1.576	5.095
ASHGA5P027274	-3.962	5.831
ASHGA5P027275	-2.234	4.664
ASHGA5P027276	-1.191	4.768
ASHGA5P027277	-1.842	3.864
ASHGA5P027278	-1.55	3.922
ASHGA5P027280	1.245	3.63
ASHGA5P027281	2.208	3.874
ASHGA5P027282	2.243	5.307
ASHGA5P027283	-2.287	5.831
ASHGA5P027284	-1.603	1.607
ASHGA5P027285	-0.524	2.039
ASHGA5P027286	0.836	2.477
ASHGA5P027287	-1.545	1.565
ASHGA5P027288	1.08	3.787
ASHGA5P027289	1.154	1.583
ASHGA5P027292	1.527	1.764
ASHGA5P027294	1.428	3.745
ASHGA5P027296	0.503	1.698
ASHGA5P027297	1.128	2.223
ASHGA5P027299	-3.53	7.386
ASHGA5P027301	1.014	1.821
ASHGA5P027302	0.75	2.071
ASHGA5P027304	1.527	1.59
ASHGA5P027305	-1.363	2.792
ASHGA5P027307	1.434	4.315
ASHGA5P027308	1.559	5.421
ASHGA5P027309	-0.878	1.963
ASHGA5P027310	0.865	3.089
ASHGA5P027311	1.669	3.759
ASHGA5P027313	-1.37	5.025
ASHGA5P027314	-0.555	1.812
ASHGA5P027315	1.103	1.669
ASHGA5P027317	-0.508	2.614
ASHGA5P027319	-1.92	3.035
ASHGA5P027321	1.441	2.689
ASHGA5P027323	-1.157	2.989
ASHGA5P027325	-0.886	1.92
ASHGA5P027328	-1.556	4.965
ASHGA5P027331	1.507	3.696
ASHGA5P027334	2.281	1.712
ASHGA5P027335	-2.642	3.296
ASHGA5P027338	1.08	2.376
ASHGA5P027339	-0.419	1.723
ASHGA5P027344	0.622	2.081
ASHGA5P027346	1.782	3.67
ASHGA5P027348	1.085	4.264
ASHGA5P027350	1.764	3.802
ASHGA5P027351	1.966	4.62
ASHGA5P027355	0.919	2.715
ASHGA5P027361	1.224	4.551
ASHGA5P027363	2.019	5.711
ASHGA5P027365	3.548	5.701
ASHGA5P027366	1.53	2.844
ASHGA5P027367	-1.647	2.089
ASHGA5P027370	2.218	5.42
ASHGA5P027371	2.381	5.106
ASHGA5P027375	1.389	3.981
ASHGA5P027377	0.772	3.054
ASHGA5P027378	3.032	7.075
ASHGA5P027379	-1.494	3.69
ASHGA5P027380	0.991	3.388
ASHGA5P027381	-0.701	2.331
ASHGA5P027383	3.72	7.528
ASHGA5P027386	-1.307	3.924
ASHGA5P027389	1.936	5.593
ASHGA5P027391	1.034	3.554
ASHGA5P027392	0.525	2.704
ASHGA5P027395	1.009	3.735
ASHGA5P027396	0.827	2.348
ASHGA5P027398	1.233	3.779
ASHGA5P027402	-0.78	1.79
ASHGA5P027403	-1.721	3.862
ASHGA5P027405	1.829	5.883
ASHGA5P027406	1.311	2.07
ASHGA5P027408	-1.824	4.336
ASHGA5P027411	0.74	3.136
ASHGA5P027413	0.532	2.124
ASHGA5P027414	0.975	3.482
ASHGA5P027415	0.732	1.735
ASHGA5P027416	-1.261	4.967
ASHGA5P027418	1.547	4.953
ASHGA5P027419	0.525	2.384
ASHGA5P027421	0.78	3.539
ASHGA5P027423	0.455	1.757
ASHGA5P027424	1.095	2.101
ASHGA5P027425	1.1	2.149
ASHGA5P027427	1.248	4.858
ASHGA5P027428	2.161	2.751
ASHGA5P027430	0.533	1.933
ASHGA5P027434	3.157	6.82
ASHGA5P027435	4.608	7.229
ASHGA5P027436	4.424	7.27
ASHGA5P027437	0.677	2.953
ASHGA5P027438	0.921	1.941
ASHGA5P027440	0.961	2.268
ASHGA5P027441	-1.33	2.546
ASHGA5P027442	0.582	1.811
ASHGA5P027443	-1.666	5.103
ASHGA5P027445	1.25	3.396
ASHGA5P027446	-0.525	1.57
ASHGA5P027450	2.504	5.095
ASHGA5P027451	1.187	2.149
ASHGA5P027453	1.415	3.064
ASHGA5P027454	0.989	1.966
ASHGA5P027456	1.145	1.728
ASHGA5P027458	0.504	2.322
ASHGA5P027459	1.554	5.203
ASHGA5P027460	0.77	3.071
ASHGA5P027461	1.156	2.069
ASHGA5P027466	2.2	4.378
ASHGA5P027467	2.028	4.045
ASHGA5P027469	2.336	6.291
ASHGA5P027470	0.684	1.695
ASHGA5P027473	1.912	5.635
ASHGA5P027475	-2.838	6.617
ASHGA5P027476	0.336	1.942
ASHGA5P027479	1.135	4.454
ASHGA5P027480	-1.038	3.689
ASHGA5P027482	-2.798	4.331
ASHGA5P027483	3.584	5.48
ASHGA5P027484	0.725	2.896
ASHGA5P027485	2.861	5.538
ASHGA5P027486	0.718	2.257
ASHGA5P027488	0.668	2.627
ASHGA5P027491	0.762	3.317
ASHGA5P027492	2.135	5.449
ASHGA5P027493	3.943	6.623
ASHGA5P027494	-0.778	2.659
ASHGA5P027495	-1.036	2.612
ASHGA5P027501	0.593	1.594
ASHGA5P027502	0.742	3.082
ASHGA5P027503	0.583	2.903
ASHGA5P027506	0.382	1.663
ASHGA5P027507	0.739	3.175
ASHGA5P027509	-1.119	1.795
ASHGA5P027511	0.998	2.611
ASHGA5P027512	-0.883	2.248
ASHGA5P027513	-3.886	3.155
ASHGA5P027514	-3.668	2.879
ASHGA5P027516	1.386	5.02
ASHGA5P027517	-1.32	4.66
ASHGA5P027519	-3.289	4.673
ASHGA5P027520	1.726	5.087
ASHGA5P027521	2.396	6.637
ASHGA5P027522	-3.51	6.244
ASHGA5P027524	1.602	1.899
ASHGA5P027526	0.766	2.719
ASHGA5P027529	0.823	2.061
ASHGA5P027530	1.2	3.061
ASHGA5P027531	1.344	1.917
ASHGA5P027534	1.215	2.113
ASHGA5P027535	-1.086	3.778
ASHGA5P027536	-1.572	4.855
ASHGA5P027537	0.778	2.407
ASHGA5P027538	-1.667	2.193
ASHGA5P027542	-0.588	2.733
ASHGA5P027545	1.012	1.82
ASHGA5P027548	0.49	2.335
ASHGA5P027549	-0.88	3.522
ASHGA5P027550	0.872	1.707
ASHGA5P027552	1.466	4.116
ASHGA5P027553	0.909	4.076
ASHGA5P027554	1.878	1.738
ASHGA5P027555	0.834	1.648
ASHGA5P027556	1.033	3.12
ASHGA5P027557	0.663	1.901
ASHGA5P027558	0.841	1.86
ASHGA5P027559	0.482	2.034
ASHGA5P027561	-0.991	4.048
ASHGA5P027562	-1.827	5.272
ASHGA5P027563	-0.532	2.059
ASHGA5P027564	0.859	3.173
ASHGA5P027566	-2.143	2.555
ASHGA5P027567	-1.079	3.042
ASHGA5P027569	-0.599	2.403
ASHGA5P027570	1.726	4.473
ASHGA5P027571	1.432	3.123
ASHGA5P027574	1.044	2.854
ASHGA5P027575	0.694	1.932
ASHGA5P027576	-1.458	2.985
ASHGA5P027577	-0.487	2.116
ASHGA5P027580	1.171	2.168
ASHGA5P027584	-0.713	1.793
ASHGA5P027585	0.85	2.092
ASHGA5P027587	-1.672	4.74
ASHGA5P027588	0.797	3.492
ASHGA5P027590	-2.378	4.15
ASHGA5P027593	-0.793	2.081
ASHGA5P027594	-0.912	3.447
ASHGA5P027595	1.1	4.273
ASHGA5P027596	2.52	6.126
ASHGA5P027597	-1.012	1.598
ASHGA5P027600	1.794	2.119
ASHGA5P027601	0.827	2.08
ASHGA5P027606	-1.02	3.908
ASHGA5P027608	-2.127	5.325
ASHGA5P027610	2.661	2.899
ASHGA5P027612	1.87	5.748
ASHGA5P027615	-5.584	4.271
ASHGA5P027616	-1.853	4.225
ASHGA5P027621	1.509	3.586
ASHGA5P027622	1.103	2.365
ASHGA5P027625	1.349	1.916
ASHGA5P027626	0.66	1.843
ASHGA5P027627	0.707	2.274
ASHGA5P027629	0.788	2.002
ASHGA5P027631	-1.397	2.873
ASHGA5P027634	-1.655	3.035
ASHGA5P027638	0.712	2.444
ASHGA5P027639	1.994	5.976
ASHGA5P027640	-1.636	5.402
ASHGA5P027645	0.801	1.708
ASHGA5P027647	-0.365	1.518
ASHGA5P027648	-1.028	3.56
ASHGA5P027649	0.96	2.332
ASHGA5P027650	2.207	5.652
ASHGA5P027653	-1.675	4.708
ASHGA5P027654	-4.268	7.857
ASHGA5P027658	-0.339	1.689
ASHGA5P027662	1.748	4.486
ASHGA5P027663	1.013	1.613
ASHGA5P027665	1.431	4.17
ASHGA5P027666	-1.401	2.548
ASHGA5P027668	1.984	5.574
ASHGA5P027669	-1.574	1.827
ASHGA5P027670	1.552	5.001
ASHGA5P027671	1.071	2.233
ASHGA5P027672	-0.564	2.819
ASHGA5P027673	1.259	3.856
ASHGA5P027676	1.522	4.938
ASHGA5P027677	0.922	2.974
ASHGA5P027678	1.183	2.468
ASHGA5P027679	0.486	1.735
ASHGA5P027680	0.585	3.233
ASHGA5P027681	-0.343	1.547
ASHGA5P027682	0.851	2.919
ASHGA5P027683	1.184	2.098
ASHGA5P027684	1.342	2.014
ASHGA5P027685	1.173	3.325
ASHGA5P027686	2.025	5.829
ASHGA5P027687	0.976	2.089
ASHGA5P027688	-0.608	2.857
ASHGA5P027689	0.631	3.373
ASHGA5P027691	0.573	1.808
ASHGA5P027692	-2.662	5.065
ASHGA5P027694	2.325	5.141
ASHGA5P027695	0.906	2.957
ASHGA5P027696	-3.343	4.418
ASHGA5P027698	-0.901	2.481
ASHGA5P027699	-1.195	2.83
ASHGA5P027700	2.529	5.91
ASHGA5P027702	-2.383	4.741
ASHGA5P027704	0.881	1.602
ASHGA5P027707	2.521	1.668
ASHGA5P027708	0.561	2.265
ASHGA5P027711	0.592	2.545
ASHGA5P027712	1.063	3.766
ASHGA5P027714	-2.945	2.643
ASHGA5P027715	0.801	2.391
ASHGA5P027717	0.837	2.184
ASHGA5P027720	1.569	5.176
ASHGA5P027723	0.824	3.224
ASHGA5P027728	-0.681	3.427
ASHGA5P027730	-1.943	4.745
ASHGA5P027731	1.105	3.257
ASHGA5P027733	0.764	2.814
ASHGA5P027734	-1.359	3.639
ASHGA5P027736	2.315	4.27
ASHGA5P027737	0.521	2.553
ASHGA5P027738	0.773	2.13
ASHGA5P027739	0.462	1.832
ASHGA5P027740	0.505	2.569
ASHGA5P027743	0.513	2.659
ASHGA5P027744	1.606	4.197
ASHGA5P027746	1.64	3.478
ASHGA5P027747	-1.327	2.98
ASHGA5P027748	0.467	1.636
ASHGA5P027749	-3.094	5.892
ASHGA5P027751	0.735	2.805
ASHGA5P027752	1.892	3.987
ASHGA5P027753	3.582	6.202
ASHGA5P027754	-2.976	5.811
ASHGA5P027755	-0.852	1.868
ASHGA5P027756	0.727	3.229
ASHGA5P027759	-1.973	6.044
ASHGA5P027760	-1.476	2.76
ASHGA5P027761	-1.007	4.421
ASHGA5P027762	0.686	2.903
ASHGA5P027764	-0.953	2.142
ASHGA5P027766	-1.465	3.259
ASHGA5P027767	3.192	5.852
ASHGA5P027770	1.527	4.028
ASHGA5P027771	1.064	3.318
ASHGA5P027772	0.526	1.905
ASHGA5P027773	-3.66	5.97
ASHGA5P027775	1.462	4.181
ASHGA5P027776	2.126	5.737
ASHGA5P027777	0.833	1.648
ASHGA5P027778	1.271	3.528
ASHGA5P027779	-0.724	3.016
ASHGA5P027780	-0.731	2.459
ASHGA5P027784	1.424	4.749
ASHGA5P027786	2.492	6.674
ASHGA5P027793	-2.378	5.923
ASHGA5P027797	0.744	2.313
ASHGA5P027800	0.885	2.325
ASHGA5P027801	1.62	4.608
ASHGA5P027802	2.144	4.982
ASHGA5P027803	2.326	6.068
ASHGA5P027804	5.842	7.474
ASHGA5P027805	1.931	5.928
ASHGA5P027806	-0.408	1.535
ASHGA5P027808	1.345	2.016
ASHGA5P027810	0.975	2.854
ASHGA5P027812	3.136	7.105
ASHGA5P027813	0.999	2.478
ASHGA5P027814	1.106	4.325
ASHGA5P027815	0.862	1.883
ASHGA5P027816	-1.479	2.421
ASHGA5P027818	0.685	3.066
ASHGA5P027819	1.329	3.244
ASHGA5P027824	1.047	3.123
ASHGA5P027827	1.639	4.353
ASHGA5P027830	2.615	2.486
ASHGA5P027832	1.715	3.908
ASHGA5P027833	1.393	2.111
ASHGA5P027834	1.117	2.603
ASHGA5P027836	-3.856	4.214
ASHGA5P027837	-2.673	5.071
ASHGA5P027838	-2.008	5.165
ASHGA5P027839	-1.041	4.09
ASHGA5P027842	0.455	1.694
ASHGA5P027843	-2.257	4.681
ASHGA5P027847	1.196	2.086
ASHGA5P027848	0.492	2.389
ASHGA5P027849	-1.249	4.484
ASHGA5P027853	0.902	1.539
ASHGA5P027855	0.795	2.865
ASHGA5P027856	2.436	4.656
ASHGA5P027857	0.706	1.801
ASHGA5P027858	2.708	6.219
ASHGA5P027860	-2.643	6.512
ASHGA5P027864	0.627	1.947
ASHGA5P027866	0.929	2.49
ASHGA5P027867	-0.942	2.866
ASHGA5P027873	-1.135	4.118
ASHGA5P027874	-2.258	4.499
ASHGA5P027875	-4.78	6.783
ASHGA5P027876	-0.463	1.965
ASHGA5P027879	0.388	2.03
ASHGA5P027881	1.39	2.834
ASHGA5P027883	1.108	2.415
ASHGA5P027886	0.659	2.618
ASHGA5P027887	-0.501	1.671
ASHGA5P027891	-2.054	1.641
ASHGA5P027893	1.366	3.468
ASHGA5P027894	-1.953	2.678
ASHGA5P027896	-2.477	4.549
ASHGA5P027899	1.475	2.911
ASHGA5P027900	0.867	2.537
ASHGA5P027901	-1.203	3.03
ASHGA5P027902	0.583	1.906
ASHGA5P027903	1.88	4.819
ASHGA5P027904	0.638	1.849
ASHGA5P027906	0.691	3.07
ASHGA5P027909	0.667	3.303
ASHGA5P027912	0.841	3.627
ASHGA5P027913	1.953	6.085
ASHGA5P027914	-0.565	2.309
ASHGA5P027917	1.115	2.915
ASHGA5P027918	0.782	2.795
ASHGA5P027927	0.372	1.95
ASHGA5P027928	1.647	4.867
ASHGA5P027931	0.826	1.998
ASHGA5P027934	1.329	2.309
ASHGA5P027937	0.747	1.861
ASHGA5P027938	1.492	5.012
ASHGA5P027939	-3.047	4.829
ASHGA5P027943	0.619	3.14
ASHGA5P027944	0.756	2.766
ASHGA5P027945	0.84	3.502
ASHGA5P027947	-3.396	3.896
ASHGA5P027948	2.206	5.468
ASHGA5P027949	1.607	4.501
ASHGA5P027950	1.961	5.878
ASHGA5P027951	0.513	2.393
ASHGA5P027952	0.368	1.844
ASHGA5P027953	0.935	3.105
ASHGA5P027956	1.393	5.024
ASHGA5P027959	-3.71	5.793
ASHGA5P027960	2.912	6.559
ASHGA5P027962	-1.64	2.449
ASHGA5P027963	0.703	2.952
ASHGA5P027964	0.899	3.979
ASHGA5P027965	1.178	3.446
ASHGA5P027966	-1.99	2.911
ASHGA5P027967	-1.051	4.349
ASHGA5P027968	-2.03	3.73
ASHGA5P027969	1.248	1.854
ASHGA5P027970	1.17	4.187
ASHGA5P027971	-3.392	7.258
ASHGA5P027972	0.778	2.406
ASHGA5P027973	1.412	1.984
ASHGA5P027975	0.64	2.351
ASHGA5P027976	0.855	2.589
ASHGA5P027977	2.008	3.84
ASHGA5P027978	1.214	3.257
ASHGA5P027979	0.688	2.471
ASHGA5P027981	-1.547	2.515
ASHGA5P027982	0.624	2.113
ASHGA5P027983	0.671	2.065
ASHGA5P027987	-2.073	2.627
ASHGA5P027988	-1.601	2.674
ASHGA5P027989	-3.688	6.035
ASHGA5P027991	0.392	1.942
ASHGA5P027992	2.267	4.719
ASHGA5P027995	-0.384	1.902
ASHGA5P027996	-6.179	7.314
ASHGA5P027997	0.879	3
ASHGA5P027998	0.465	2.648
ASHGA5P027999	-0.848	1.699
ASHGA5P028001	1.251	3.304
ASHGA5P028002	0.466	1.779
ASHGA5P028003	-1.02	4.462
ASHGA5P028004	1.518	3.755
ASHGA5P028005	1.44	3.643
ASHGA5P028006	1.85	3.679
ASHGA5P028007	1.923	5.039
ASHGA5P028008	1.045	2.693
ASHGA5P028009	-3.089	6.397
ASHGA5P028010	-0.586	1.601
ASHGA5P028012	0.696	3.025
ASHGA5P028014	0.616	2.794
ASHGA5P028015	-0.627	2.44
ASHGA5P028018	1.845	4.222
ASHGA5P028019	1.676	5.674
ASHGA5P028020	1.199	3.734
ASHGA5P028021	1.04	3.989
ASHGA5P028023	-3.187	4.772
ASHGA5P028025	0.572	2.868
ASHGA5P028026	2.103	4.644
ASHGA5P028031	-1.669	4.228
ASHGA5P028032	1.073	4.399
ASHGA5P028034	-0.542	2.748
ASHGA5P028036	1.708	4.858
ASHGA5P028037	2.875	6.303
ASHGA5P028039	-1.197	3.95
ASHGA5P028040	3.972	6.731
ASHGA5P028042	-2.063	4.965
ASHGA5P028043	0.34	1.557
ASHGA5P028046	-1.781	1.874
ASHGA5P028047	1.167	2.588
ASHGA5P028048	0.835	1.781
ASHGA5P028049	-0.545	1.558
ASHGA5P028050	1.044	3.574
ASHGA5P028054	1.734	2.073
ASHGA5P028058	1.304	1.787
ASHGA5P028059	0.907	2.639
ASHGA5P028061	-0.928	2.238
ASHGA5P028062	-1.611	2.364
ASHGA5P028063	0.925	2.471
ASHGA5P028064	1.443	2.938
ASHGA5P028065	1.153	3.783
ASHGA5P028066	1.541	3.865
ASHGA5P028067	1.4	2.002
ASHGA5P028071	0.774	2.403
ASHGA5P028072	-0.478	2.219
ASHGA5P028073	2.252	6.408
ASHGA5P028074	1.228	3.883
