ID	log2(fold change)	-log10(Pvalue)
ASHGA5P026708	1.208	4.543
ASHGA5P026710	1.437	3.242
ASHGA5P026711	1.63	3.143
ASHGA5P026712	2.713	6.701
ASHGA5P026714	-0.771	3.388
ASHGA5P026715	-0.831	3.523
ASHGA5P026718	3.156	3.902
ASHGA5P026720	-3.225	6.058
ASHGA5P026721	-4.162	6.533
ASHGA5P026725	1.317	2.034
ASHGA5P026727	-4.078	5.729
ASHGA5P026729	1.94	4.773
ASHGA5P026731	0.964	1.944
ASHGA5P026733	2.931	4.043
ASHGA5P026736	0.848	2.071
ASHGA5P026738	1.526	3.973
ASHGA5P026739	-2.098	5.992
ASHGA5P026740	-1.482	5.168
ASHGA5P026741	0.362	1.754
ASHGA5P026743	1.267	2.096
ASHGA5P026744	0.972	4.075
ASHGA5P026745	1.793	4.776
ASHGA5P026748	1.766	4.969
ASHGA5P026749	2.771	6.296
ASHGA5P026750	0.833	1.981
ASHGA5P026751	2.029	5.737
ASHGA5P026753	2.022	4.763
ASHGA5P026754	0.658	2.023
ASHGA5P026756	-1.447	3.063
ASHGA5P026758	1.214	4.07
ASHGA5P026759	1.377	1.944
ASHGA5P026761	1.255	1.904
ASHGA5P026762	-0.427	2.228
ASHGA5P026763	-1.842	2.225
ASHGA5P026764	-1.868	2.17
ASHGA5P026765	0.993	3.246
ASHGA5P026766	-2.475	5.734
ASHGA5P026767	1.012	4.15
ASHGA5P026768	-0.596	2.019
ASHGA5P026770	-1.052	2.789
ASHGA5P026771	1.006	2.665
ASHGA5P026772	1.158	1.817
ASHGA5P026774	2.921	2.295
ASHGA5P026776	-1.825	2.957
ASHGA5P026777	-1.065	2.466
ASHGA5P026779	1.573	3.636
ASHGA5P026780	1.068	2.304
ASHGA5P026782	1.441	4.132
ASHGA5P026785	-1.006	1.892
ASHGA5P026789	-2.259	4.056
ASHGA5P026790	0.994	2.206
ASHGA5P026794	1.454	4.441
ASHGA5P026801	0.833	2.42
ASHGA5P026803	1.528	3.752
ASHGA5P026808	1.347	4.415
ASHGA5P026811	-0.975	1.934
ASHGA5P026816	0.947	3.567
ASHGA5P026818	-0.653	2.146
ASHGA5P026821	0.985	2.149
ASHGA5P026822	1.125	3.608
ASHGA5P026823	1.871	4.337
ASHGA5P026825	-1.08	3.235
ASHGA5P026827	-2.195	4.533
ASHGA5P026829	-0.812	2.742
ASHGA5P026831	-2.647	3.296
ASHGA5P026834	0.452	1.683
ASHGA5P026838	0.341	1.7
ASHGA5P026840	0.91	2.596
ASHGA5P026846	-1.748	5.106
ASHGA5P026849	0.621	2.504
ASHGA5P026850	-0.945	2.996
ASHGA5P026851	2.912	5.484
ASHGA5P026852	1.806	3.843
ASHGA5P026853	0.611	1.713
ASHGA5P026854	-3.326	3.007
ASHGA5P026855	0.663	2.494
ASHGA5P026856	-1.755	4.473
ASHGA5P026859	0.801	1.982
ASHGA5P026861	2.209	3.832
ASHGA5P026862	-1.442	4.786
ASHGA5P026865	1.078	4.383
ASHGA5P026866	-0.683	2.265
ASHGA5P026867	1.308	2.029
ASHGA5P026868	0.618	2.363
ASHGA5P026869	0.56	2.503
ASHGA5P026871	1.027	2.291
ASHGA5P026872	1.102	2.371
ASHGA5P026878	0.519	1.558
ASHGA5P026880	1.162	1.65
ASHGA5P026882	1.204	3.66
ASHGA5P026883	0.749	2.604
ASHGA5P026885	1.226	1.769
ASHGA5P026886	2.055	4.572
ASHGA5P026887	-2.011	2.736
ASHGA5P026889	-0.433	2.337
ASHGA5P026891	-0.897	2.064
ASHGA5P026893	-0.927	2.732
ASHGA5P026895	-1.481	1.83
ASHGA5P026897	1.621	3.47
ASHGA5P026898	0.572	2.236
ASHGA5P026905	-1.467	1.849
ASHGA5P026906	0.416	1.775
ASHGA5P026907	0.81	3.381
ASHGA5P026908	-0.659	3.149
ASHGA5P026909	0.966	2.17
ASHGA5P026910	-1.27	2.249
ASHGA5P026912	-0.478	2.042
ASHGA5P026913	-2.612	3.586
ASHGA5P026915	-0.831	3.042
ASHGA5P026917	2.037	4.333
ASHGA5P026918	-5.691	6.647
ASHGA5P026919	1.649	3.84
ASHGA5P026921	0.548	1.935
ASHGA5P026923	0.489	2.025
ASHGA5P026924	0.918	1.731
ASHGA5P026926	0.524	2.238
ASHGA5P026930	0.587	2.26
ASHGA5P026931	0.809	2.968
ASHGA5P026932	2.494	4.049
ASHGA5P026933	-0.675	2.546
ASHGA5P026934	1.387	3.197
ASHGA5P026936	-2.944	5.23
ASHGA5P026939	-0.708	2.162
ASHGA5P026940	0.981	1.815
ASHGA5P026941	2.009	3.135
ASHGA5P026943	1.225	3.942
ASHGA5P026945	0.843	3.679
ASHGA5P026946	-0.454	1.948
ASHGA5P026947	0.827	2.454
ASHGA5P026948	3.154	5.633
ASHGA5P026950	-1.254	4.31
ASHGA5P026951	-2.411	4.03
ASHGA5P026952	-0.64	2.705
ASHGA5P026954	1.271	2.835
ASHGA5P026958	-0.79	3.552
ASHGA5P026961	0.873	2.13
ASHGA5P026962	2.794	4.106
ASHGA5P026963	0.775	2.977
ASHGA5P026965	1.363	3.592
ASHGA5P026966	1.029	2.205
ASHGA5P026968	-1.89	3.937
ASHGA5P026969	0.758	1.853
ASHGA5P026970	1.708	3.532
ASHGA5P026973	2.545	5.3
ASHGA5P026975	0.694	1.948
ASHGA5P026976	1.286	3.8
ASHGA5P026978	1.329	1.967
ASHGA5P026979	-0.879	2.439
ASHGA5P026980	-2.144	2.713
ASHGA5P026985	3.824	7.476
ASHGA5P026986	2.953	5.562
ASHGA5P026988	-2.302	2.782
ASHGA5P026989	0.783	3.015
ASHGA5P026990	0.54	2.297
ASHGA5P026995	1.597	3.896
ASHGA5P026998	1.492	4.569
ASHGA5P027000	1.312	4.431
ASHGA5P027002	0.568	2.743
ASHGA5P027003	0.774	3.222
ASHGA5P027004	2.772	4.723
ASHGA5P027005	1.855	4.358
ASHGA5P027006	-0.557	2.682
ASHGA5P027007	0.88	3.508
ASHGA5P027008	1.697	4.142
ASHGA5P027009	0.789	1.965
ASHGA5P027010	1.977	5.823
ASHGA5P027011	-1.077	2.432
ASHGA5P027012	0.693	2.683
ASHGA5P027013	1.485	4.003
ASHGA5P027014	5.161	4.576
ASHGA5P027018	0.316	1.638
ASHGA5P027019	0.66	2.745
ASHGA5P027020	1.847	4.136
ASHGA5P027021	0.507	1.869
ASHGA5P027022	2.864	5.812
ASHGA5P027023	0.986	2.074
ASHGA5P027024	-1.269	3.069
ASHGA5P027025	0.911	3.195
ASHGA5P027026	1.011	3.537
ASHGA5P027028	1.773	4.767
ASHGA5P027032	1.038	2.348
ASHGA5P027033	3.318	4.266
ASHGA5P027034	0.497	1.552
ASHGA5P027035	0.578	1.689
ASHGA5P027037	-1.14	3.451
ASHGA5P027039	0.957	2.507
ASHGA5P027041	0.887	3.133
ASHGA5P027043	1.212	1.747
ASHGA5P027044	-0.792	3.546
ASHGA5P027045	-0.868	2.306
ASHGA5P027046	1.431	1.584
ASHGA5P027047	1.329	1.964
ASHGA5P027048	-0.941	1.939
ASHGA5P027053	0.691	2.461
ASHGA5P027055	0.563	1.908
ASHGA5P027056	0.64	1.635
ASHGA5P027058	0.962	3.323
ASHGA5P027059	-1.992	4.071
ASHGA5P027063	-0.449	1.904
ASHGA5P027068	-0.382	1.788
ASHGA5P027069	0.999	3.944
ASHGA5P027070	-0.861	2.17
ASHGA5P027073	0.788	1.936
ASHGA5P027074	1.882	4.951
ASHGA5P027083	-1.038	2.274
ASHGA5P027084	-1.858	3.219
ASHGA5P027085	-1.296	2.368
ASHGA5P027086	1.923	4.786
ASHGA5P027087	-1.658	4.322
ASHGA5P027090	0.75	2.73
ASHGA5P027091	1.944	5.234
ASHGA5P027092	0.591	2.303
ASHGA5P027094	1.028	2.217
ASHGA5P027098	-2.096	2.076
ASHGA5P027100	1.995	5.166
ASHGA5P027101	-2.271	6.157
ASHGA5P027102	-0.915	2.061
ASHGA5P027104	1.455	4.571
ASHGA5P027105	-0.545	2.678
ASHGA5P027108	-1.598	4.142
ASHGA5P027115	0.674	2.063
ASHGA5P027118	0.573	2.586
ASHGA5P027123	1.813	1.64
ASHGA5P027124	0.867	2.314
ASHGA5P027125	1.126	3.79
ASHGA5P027127	1.131	1.741
ASHGA5P027128	1.075	1.645
ASHGA5P027129	1.358	1.736
ASHGA5P027131	1.68	4.104
ASHGA5P027132	3.082	6.729
ASHGA5P027133	0.659	2.353
ASHGA5P027134	3.684	6.988
ASHGA5P027135	0.606	2.706
ASHGA5P027139	1.837	4.543
ASHGA5P027140	2.241	4.069
ASHGA5P027141	-0.37	1.907
ASHGA5P027142	-1.127	2.489
ASHGA5P027145	-0.835	1.925
ASHGA5P027146	-0.883	1.744
ASHGA5P027150	-0.725	2.028
ASHGA5P027151	1.967	5.308
ASHGA5P027152	0.613	2.073
ASHGA5P027154	1.769	3.544
ASHGA5P027155	-0.692	2.029
ASHGA5P027157	3.134	5.747
ASHGA5P027159	-1.279	3.897
ASHGA5P027160	2.705	4.996
ASHGA5P027161	-1.267	3.032
ASHGA5P027163	0.778	2.175
ASHGA5P027164	1.666	4.953
ASHGA5P027166	-1.461	2.68
ASHGA5P027167	0.55	1.9
ASHGA5P027168	0.796	3.277
ASHGA5P027170	0.709	2.389
ASHGA5P027171	-1.728	3.45
ASHGA5P027175	-2.145	1.758
ASHGA5P027176	2.011	3.576
ASHGA5P027177	-1.199	2.58
ASHGA5P027180	-0.578	1.767
ASHGA5P027181	3.47	7.258
ASHGA5P027183	1.405	5.076
ASHGA5P027187	0.812	2.593
ASHGA5P027188	1.461	1.925
ASHGA5P027192	0.562	2.524
ASHGA5P027195	0.574	1.595
ASHGA5P027197	-1.145	2.575
ASHGA5P027198	0.916	3.367
ASHGA5P027203	-1.361	4.851
ASHGA5P027204	-0.904	3.842
ASHGA5P027205	1.054	3.784
ASHGA5P027206	-3.782	6.724
ASHGA5P027210	-1.292	4.422
ASHGA5P027211	-0.761	1.955
ASHGA5P027216	1.354	4.063
ASHGA5P027222	1.872	5.312
ASHGA5P027224	0.832	3.057
ASHGA5P027226	-0.865	3.103
ASHGA5P027229	-0.729	2.821
ASHGA5P027231	-2.152	5.563
ASHGA5P027232	0.931	1.995
ASHGA5P027243	-3.078	6.313
ASHGA5P027245	0.783	2.16
ASHGA5P027247	0.853	2.153
ASHGA5P027251	-0.88	2.645
ASHGA5P027252	0.565	2.088
ASHGA5P027254	2.367	5.67
ASHGA5P027257	1.204	3.872
ASHGA5P027263	0.505	2.335
ASHGA5P027264	0.987	2.02
ASHGA5P027265	1.653	4.133
ASHGA5P027268	1.275	1.985
ASHGA5P027269	-1.395	3.157
ASHGA5P027271	1.147	3.652
ASHGA5P027272	3.307	5.776
ASHGA5P027273	1.519	4.103
ASHGA5P027275	1.04	2.393
ASHGA5P027277	-1.603	3.803
ASHGA5P027278	-2.083	4.212
ASHGA5P027279	0.551	2.672
ASHGA5P027280	1.831	4.686
ASHGA5P027281	1.777	2.911
ASHGA5P027282	1.472	4.255
ASHGA5P027283	-1.576	4.995
ASHGA5P027286	1.112	4.209
ASHGA5P027288	1.45	3.939
ASHGA5P027289	1.278	1.823
ASHGA5P027291	-0.821	3.269
ASHGA5P027292	1.6	1.91
ASHGA5P027293	-0.647	1.654
ASHGA5P027294	1.042	2.628
ASHGA5P027297	1.106	2.185
ASHGA5P027299	-3.75	7.635
ASHGA5P027301	-1.388	2.328
ASHGA5P027304	1.566	1.711
ASHGA5P027305	-4.488	5.822
ASHGA5P027306	-1.066	1.636
ASHGA5P027307	2.617	5.345
ASHGA5P027308	0.953	3.648
ASHGA5P027310	0.444	1.549
ASHGA5P027311	1.769	4.44
ASHGA5P027312	1.417	3.272
ASHGA5P027313	-1.997	5.886
ASHGA5P027317	-1.619	5.269
ASHGA5P027321	1.067	2.778
ASHGA5P027323	-1.365	3.123
ASHGA5P027328	-1.235	4.2
ASHGA5P027331	1.096	2.931
ASHGA5P027335	-2.165	2.328
ASHGA5P027338	0.936	2.313
ASHGA5P027339	-1.798	4.96
ASHGA5P027340	-0.516	2.178
ASHGA5P027344	0.601	1.674
ASHGA5P027346	2.426	4.59
ASHGA5P027348	0.757	3.429
ASHGA5P027350	0.76	2.467
ASHGA5P027351	1.888	4.562
ASHGA5P027353	-1.032	3.164
ASHGA5P027354	-0.478	2.246
ASHGA5P027355	0.871	2.556
ASHGA5P027360	-1.167	2.341
ASHGA5P027361	1.343	4.383
ASHGA5P027362	-3.594	4.797
ASHGA5P027363	1.924	5.66
ASHGA5P027365	3.007	4.198
ASHGA5P027366	1.306	2.879
ASHGA5P027367	-1.348	1.757
ASHGA5P027369	-0.87	3.118
ASHGA5P027370	1.63	3.282
ASHGA5P027371	2.123	3.696
ASHGA5P027374	1.29	1.963
ASHGA5P027375	1.289	3.86
ASHGA5P027376	-0.899	1.875
ASHGA5P027377	0.472	1.739
ASHGA5P027378	4.626	7.289
ASHGA5P027380	0.47	1.885
ASHGA5P027381	-0.793	2.567
ASHGA5P027383	6.207	6.881
ASHGA5P027384	-1.493	3.285
ASHGA5P027386	2.435	3.882
ASHGA5P027389	1.874	5.561
ASHGA5P027390	0.53	1.625
ASHGA5P027391	0.722	3.13
ASHGA5P027392	0.552	2.761
ASHGA5P027395	0.924	2.82
ASHGA5P027397	-0.802	2.73
ASHGA5P027398	0.894	3.081
ASHGA5P027403	-1.732	3.398
ASHGA5P027405	1.799	5.296
ASHGA5P027406	1.285	2.045
ASHGA5P027408	-1.839	4.129
ASHGA5P027411	0.465	1.946
ASHGA5P027416	-1.675	4.78
ASHGA5P027417	-2.994	2.532
ASHGA5P027418	1.585	4.878
ASHGA5P027420	0.865	2.658
ASHGA5P027421	1.155	4.487
ASHGA5P027425	1.069	1.664
ASHGA5P027427	1.32	4.71
ASHGA5P027428	2.781	4.042
ASHGA5P027431	-0.587	1.676
ASHGA5P027432	-2.118	3.92
ASHGA5P027434	2.959	6.113
ASHGA5P027435	0.828	3.533
ASHGA5P027436	2.348	4.268
ASHGA5P027437	0.649	2.691
ASHGA5P027440	0.877	2.011
ASHGA5P027441	-1.38	3.125
ASHGA5P027443	-1.466	4.271
ASHGA5P027445	1.259	3.919
ASHGA5P027446	-1.026	4.198
ASHGA5P027450	2.736	5.408
ASHGA5P027451	1.161	2.114
ASHGA5P027452	0.929	1.559
ASHGA5P027453	0.655	2.545
ASHGA5P027456	1.21	1.785
ASHGA5P027459	1.302	4.494
ASHGA5P027460	0.658	2.418
ASHGA5P027461	1.133	2.051
ASHGA5P027466	1.836	3.395
ASHGA5P027467	1.913	3.625
ASHGA5P027469	1.07	4.436
ASHGA5P027470	0.782	1.752
ASHGA5P027472	1.059	1.663
ASHGA5P027473	0.858	3.744
ASHGA5P027475	-1.074	3.925
ASHGA5P027479	1.031	4.173
ASHGA5P027480	1.269	4.159
ASHGA5P027482	-2.945	4.485
ASHGA5P027483	3.239	5.869
ASHGA5P027484	0.767	3.361
ASHGA5P027485	1.417	1.559
ASHGA5P027486	0.939	2.342
ASHGA5P027488	0.52	1.715
ASHGA5P027491	0.62	2.625
ASHGA5P027492	2.428	5.208
ASHGA5P027493	3.746	6.677
ASHGA5P027494	-1.192	4.003
ASHGA5P027495	-1.123	1.973
ASHGA5P027501	1.154	1.802
ASHGA5P027503	0.526	2.362
ASHGA5P027506	0.748	1.968
ASHGA5P027507	0.65	2.596
ASHGA5P027509	-1.474	2.093
ASHGA5P027511	0.97	2.522
ASHGA5P027512	-3.07	5.181
ASHGA5P027514	-3.722	2.967
ASHGA5P027515	0.827	2.763
ASHGA5P027516	1.627	5.415
ASHGA5P027517	-1.731	4.089
ASHGA5P027519	-2.505	3.983
ASHGA5P027520	1.675	4.707
ASHGA5P027521	2.171	5.926
ASHGA5P027522	-2.812	5.644
ASHGA5P027526	0.679	2.382
ASHGA5P027527	-0.493	1.938
ASHGA5P027530	2.502	4.742
ASHGA5P027531	1.336	1.937
ASHGA5P027534	1.192	2.086
ASHGA5P027535	1.332	2.788
ASHGA5P027536	0.498	1.986
ASHGA5P027537	0.773	3.305
ASHGA5P027539	0.457	1.847
ASHGA5P027541	-0.936	2.429
ASHGA5P027542	-0.811	3.325
ASHGA5P027545	1.184	2.2
ASHGA5P027549	-1.058	3.604
ASHGA5P027552	1.221	3.917
ASHGA5P027553	3.497	6.973
ASHGA5P027554	1.922	1.811
ASHGA5P027556	0.939	2.356
ASHGA5P027557	0.815	2.383
ASHGA5P027558	1.138	2.399
ASHGA5P027559	0.439	2
ASHGA5P027560	-1.007	2.754
ASHGA5P027561	-2.185	1.899
ASHGA5P027562	-1.427	4.551
ASHGA5P027563	-1.722	4.824
ASHGA5P027564	0.722	2.598
ASHGA5P027569	-1.297	3.815
ASHGA5P027570	2.252	5.393
ASHGA5P027571	1.017	2.435
ASHGA5P027572	-0.977	1.883
ASHGA5P027574	1.852	4.287
ASHGA5P027575	0.844	2.869
ASHGA5P027576	-1.742	3.371
ASHGA5P027577	-0.86	3.215
ASHGA5P027580	1.103	2.062
ASHGA5P027583	-1.592	2.262
ASHGA5P027584	-1.747	3.996
ASHGA5P027585	0.878	2.131
ASHGA5P027586	1.227	2.061
ASHGA5P027587	-1.387	4.093
ASHGA5P027588	1.026	3.96
ASHGA5P027589	0.925	3.172
ASHGA5P027590	-1.878	4.083
ASHGA5P027591	-0.857	2.217
ASHGA5P027593	-0.909	2.013
ASHGA5P027594	-1.735	3.402
ASHGA5P027595	0.925	3.582
ASHGA5P027596	1.788	5.253
ASHGA5P027597	-0.986	2.333
ASHGA5P027598	-1.673	2.87
ASHGA5P027600	1.511	1.857
ASHGA5P027601	0.805	2.003
ASHGA5P027604	0.582	1.705
ASHGA5P027606	-1.077	3.657
ASHGA5P027608	1.133	3.78
ASHGA5P027610	2.719	2.704
ASHGA5P027612	2.574	6.169
ASHGA5P027615	-3.075	2.927
ASHGA5P027616	-1.679	3.753
ASHGA5P027617	-1.294	2.206
ASHGA5P027620	0.452	1.755
ASHGA5P027621	1.214	2.138
ASHGA5P027622	1.094	2.347
ASHGA5P027627	0.974	2.542
ASHGA5P027638	0.438	1.617
ASHGA5P027639	1.02	4.262
ASHGA5P027640	-4.186	7.573
ASHGA5P027645	-2.398	4.529
ASHGA5P027648	0.98	1.756
ASHGA5P027649	0.938	2.265
ASHGA5P027650	1.499	4.524
ASHGA5P027651	1.388	1.701
ASHGA5P027653	-4.516	7.222
ASHGA5P027654	-6.288	8.461
ASHGA5P027662	0.976	3.344
ASHGA5P027663	1.036	1.634
ASHGA5P027664	0.764	2.361
ASHGA5P027665	1.463	4.5
ASHGA5P027666	-0.861	1.804
ASHGA5P027668	1.398	4.857
ASHGA5P027669	-1.868	2.145
ASHGA5P027670	0.834	1.844
ASHGA5P027671	1.006	2.105
ASHGA5P027672	-1.197	3.606
ASHGA5P027673	1.192	3.921
ASHGA5P027676	1.136	4.046
ASHGA5P027678	1.066	2.771
ASHGA5P027680	0.551	2.798
ASHGA5P027681	0.847	2.883
ASHGA5P027682	0.406	1.571
ASHGA5P027683	1.155	2.068
ASHGA5P027684	1.316	1.993
ASHGA5P027685	1.247	2.845
ASHGA5P027686	1.942	4.964
ASHGA5P027687	0.979	2.018
ASHGA5P027688	-1.194	4.429
ASHGA5P027689	0.631	2.935
ASHGA5P027691	1.061	2.114
ASHGA5P027692	-2.41	4.887
ASHGA5P027694	1.94	4.05
ASHGA5P027699	-1.355	3.309
ASHGA5P027700	2.772	5.316
ASHGA5P027701	-0.866	1.987
ASHGA5P027702	-1.174	2.786
ASHGA5P027707	2.611	1.758
ASHGA5P027708	0.532	2.501
ASHGA5P027711	0.494	1.938
ASHGA5P027714	-2.334	2.197
ASHGA5P027715	0.659	1.711
ASHGA5P027716	-0.931	1.6
ASHGA5P027721	-1.733	2.55
ASHGA5P027723	0.77	2.854
ASHGA5P027724	3.392	7.186
ASHGA5P027728	-1.011	4.041
ASHGA5P027729	-1.121	3.314
ASHGA5P027730	-1.987	4.575
ASHGA5P027731	1.196	2.355
ASHGA5P027733	0.842	3.569
ASHGA5P027734	-2.213	4.805
ASHGA5P027736	2.484	5.282
ASHGA5P027738	0.493	1.906
ASHGA5P027739	0.44	1.643
ASHGA5P027743	0.463	2.145
ASHGA5P027744	2.218	5.089
ASHGA5P027746	1.212	2.804
ASHGA5P027749	-2.761	5.491
ASHGA5P027751	0.378	1.741
ASHGA5P027752	1.061	3.501
ASHGA5P027753	3.662	4.081
ASHGA5P027754	-2.286	5.007
ASHGA5P027755	-1.013	2.458
ASHGA5P027761	-1.553	3.78
ASHGA5P027764	-3.721	5.235
ASHGA5P027766	-1.632	3.334
ASHGA5P027767	2.85	5.506
ASHGA5P027768	1.505	1.781
ASHGA5P027769	-2.062	2.618
ASHGA5P027770	1.592	4.198
ASHGA5P027771	0.836	1.861
ASHGA5P027772	0.496	1.723
ASHGA5P027773	-3.002	5.38
ASHGA5P027775	1.52	3.87
ASHGA5P027776	2.495	6.017
ASHGA5P027778	0.868	2.053
ASHGA5P027779	-0.376	1.855
ASHGA5P027780	-0.854	2.799
ASHGA5P027781	1.368	1.958
ASHGA5P027792	-1.247	3.764
ASHGA5P027793	-2.793	6.267
ASHGA5P027795	-0.991	1.855
ASHGA5P027797	0.885	3.102
ASHGA5P027800	0.936	2.484
ASHGA5P027801	2.969	4.988
ASHGA5P027802	1.965	4.376
ASHGA5P027803	0.601	2.594
ASHGA5P027804	5.238	7.872
ASHGA5P027805	2.942	6.734
ASHGA5P027806	-2.509	3.899
ASHGA5P027808	1.306	1.978
ASHGA5P027809	-0.55	1.734
ASHGA5P027810	1.114	2.943
ASHGA5P027812	3.227	7.013
ASHGA5P027813	0.746	1.573
ASHGA5P027814	0.981	3.807
ASHGA5P027815	0.981	2.294
ASHGA5P027816	-1.102	1.859
ASHGA5P027819	1.311	3.166
ASHGA5P027825	-3.732	6.888
ASHGA5P027827	1.726	5.036
ASHGA5P027828	-0.644	2.974
ASHGA5P027830	2.683	2.694
ASHGA5P027832	1.588	4.312
ASHGA5P027833	1.166	1.711
ASHGA5P027834	1.153	1.992
ASHGA5P027836	-5.007	4.874
ASHGA5P027837	-2.497	5.069
ASHGA5P027838	-1.788	4.861
ASHGA5P027839	-1.228	4.079
ASHGA5P027841	-4.058	4.973
ASHGA5P027843	-2.21	5.169
ASHGA5P027846	-0.992	1.7
ASHGA5P027849	-1.642	4.706
ASHGA5P027851	-1.411	1.958
ASHGA5P027852	-1.877	5.087
ASHGA5P027855	1.037	2.81
ASHGA5P027856	2.065	4.406
ASHGA5P027858	2.754	5.099
ASHGA5P027859	1.291	2.009
ASHGA5P027860	-2.398	5.101
ASHGA5P027864	0.599	1.744
ASHGA5P027865	-1.685	1.689
ASHGA5P027866	2.018	4.94
ASHGA5P027873	0.8	3.035
ASHGA5P027874	0.698	1.928
ASHGA5P027876	-0.476	2.034
ASHGA5P027877	-1.147	2.706
ASHGA5P027880	-0.995	2.279
ASHGA5P027881	1.371	3.068
ASHGA5P027883	0.896	1.735
ASHGA5P027889	1.286	1.988
ASHGA5P027893	1.965	4.057
ASHGA5P027894	-1.511	2.159
ASHGA5P027896	-2.874	4.953
ASHGA5P027897	-1.363	3.348
ASHGA5P027899	1.612	3.522
ASHGA5P027900	0.842	2.429
ASHGA5P027901	-1.191	2.5
ASHGA5P027902	1.323	3.519
ASHGA5P027903	1.71	3.949
ASHGA5P027906	0.577	2.283
ASHGA5P027909	0.643	2.968
ASHGA5P027910	-1.122	2.929
ASHGA5P027912	0.538	2.51
ASHGA5P027913	1.996	5.694
ASHGA5P027914	-0.812	2.864
ASHGA5P027917	1.255	3.565
ASHGA5P027918	0.493	1.894
ASHGA5P027922	-1.339	3.834
ASHGA5P027927	0.375	1.801
ASHGA5P027934	1.132	2.686
ASHGA5P027937	0.553	2.064
ASHGA5P027938	0.759	3.404
ASHGA5P027939	-2.677	5.199
ASHGA5P027941	1.026	1.639
ASHGA5P027943	0.564	2.452
ASHGA5P027944	-0.515	2.006
ASHGA5P027946	1.515	3.055
ASHGA5P027947	1.307	1.872
ASHGA5P027948	0.946	3.012
ASHGA5P027950	1.447	4.588
ASHGA5P027952	0.433	1.883
ASHGA5P027953	0.622	2.87
ASHGA5P027959	-3.575	5.678
ASHGA5P027960	2.874	6.273
ASHGA5P027961	-0.897	1.748
ASHGA5P027964	0.921	3.406
ASHGA5P027965	0.869	3.699
ASHGA5P027966	-1.502	2.309
ASHGA5P027967	-0.999	4.232
ASHGA5P027968	-1.646	3.341
ASHGA5P027970	1.296	3.573
ASHGA5P027971	-2.446	6.147
ASHGA5P027973	1.367	1.942
ASHGA5P027976	1.189	2.976
ASHGA5P027977	2.001	3.769
ASHGA5P027978	1.359	4.199
ASHGA5P027979	0.746	2.751
ASHGA5P027982	0.691	2.734
ASHGA5P027983	0.648	1.947
ASHGA5P027984	-0.773	2.367
ASHGA5P027985	-0.982	2.35
ASHGA5P027987	-3.039	1.539
ASHGA5P027988	-3.214	4.29
ASHGA5P027989	-3.25	5.489
ASHGA5P027992	2.146	4.145
ASHGA5P027995	-0.463	2.092
ASHGA5P027996	-1.683	4.065
ASHGA5P027997	1.373	4.979
ASHGA5P027998	1.296	4.829
ASHGA5P027999	-1.192	2.299
ASHGA5P028001	1.497	3.917
ASHGA5P028003	-1.186	4.564
ASHGA5P028004	1.379	3.079
ASHGA5P028005	0.978	1.566
ASHGA5P028006	1.458	2.033
ASHGA5P028007	1.325	4.049
ASHGA5P028009	-3.347	6.512
ASHGA5P028010	-2.862	5.05
ASHGA5P028012	0.689	2.849
ASHGA5P028014	0.949	2.838
ASHGA5P028015	-0.514	1.965
ASHGA5P028016	-0.891	2.255
ASHGA5P028017	-1.228	3.249
ASHGA5P028018	1.614	4.619
ASHGA5P028019	1.356	4.953
ASHGA5P028020	1.533	3.309
ASHGA5P028023	-2.926	4.39
ASHGA5P028026	2.109	5.508
ASHGA5P028028	0.526	2.007
ASHGA5P028031	-1.602	3.812
ASHGA5P028032	1.086	4.358
ASHGA5P028033	0.774	2.134
ASHGA5P028034	-0.672	3.076
ASHGA5P028035	-0.868	2.197
ASHGA5P028036	2.417	6.366
ASHGA5P028037	2.426	5.738
ASHGA5P028039	0.612	2.212
ASHGA5P028040	4.34	6.96
ASHGA5P028042	-2.828	5.845
ASHGA5P028043	1.386	4.687
ASHGA5P028044	-1.434	2.04
ASHGA5P028045	-0.722	3.33
ASHGA5P028047	0.952	2.249
ASHGA5P028049	-0.954	2.822
ASHGA5P028050	0.685	2.731
ASHGA5P028054	1.712	2.073
ASHGA5P028058	1.37	1.941
ASHGA5P028061	-0.978	2.664
ASHGA5P028062	-1.9	2.741
ASHGA5P028063	0.902	2.387
ASHGA5P028064	1.421	2.905
ASHGA5P028065	1.16	3.601
ASHGA5P028066	0.702	2.674
ASHGA5P028067	1.352	1.955
ASHGA5P028069	1.545	3.347
ASHGA5P028071	0.747	2.274
ASHGA5P028073	1.572	5.371
ASHGA5P028074	1.038	3.141
ASHGA5P028077	1.367	3.334
ASHGA5P028078	2.049	5.501
ASHGA5P028079	-1.018	3.214
ASHGA5P028087	-0.324	1.675
ASHGA5P028088	-1.084	2.721
ASHGA5P028091	1.667	4.766
ASHGA5P028093	0.594	1.67
ASHGA5P028100	-0.49	1.694
ASHGA5P028103	-0.458	1.537
ASHGA5P028106	-0.592	2.356
ASHGA5P028107	-0.675	2.349
ASHGA5P028108	2.38	4.849
ASHGA5P028110	-0.935	2.238
ASHGA5P028112	0.6	1.812
ASHGA5P028114	-1.188	2.552
ASHGA5P028115	-0.857	2.699
ASHGA5P028116	0.623	2.082
ASHGA5P028122	-2.023	2.844
ASHGA5P028123	-1.682	3.004
ASHGA5P028124	-3.062	6.538
ASHGA5P028130	-4.369	5.442
