ID	log2(fold change)	-log10(Pvalue)
ASHGA5P001289	1.459	4.968
ASHGA5P001291	0.763	2.116
ASHGA5P001292	-3.002	4.099
ASHGA5P001293	-2.102	5.879
ASHGA5P001294	0.519	1.92
ASHGA5P001295	1.175	2.057
ASHGA5P001298	-1.789	4.707
ASHGA5P001299	-3.955	5.937
ASHGA5P001300	2.085	5.325
ASHGA5P001302	2.678	6.053
ASHGA5P001303	-3.695	5.342
ASHGA5P001304	-3.771	7.409
ASHGA5P001305	-2.241	6.287
ASHGA5P001306	0.518	1.955
ASHGA5P001307	-3.286	7.016
ASHGA5P001308	1.343	4.202
ASHGA5P001309	-1.224	4.163
ASHGA5P001310	-1.262	4.719
ASHGA5P001311	0.488	2.43
ASHGA5P001312	-0.923	3.784
ASHGA5P001313	-4.134	5.228
ASHGA5P001315	0.784	3.033
ASHGA5P001316	-4.56	3.948
ASHGA5P001317	-2.042	5.017
ASHGA5P001318	-2.367	5.382
ASHGA5P001319	11.114	7.703
ASHGA5P001321	-1.231	3.146
ASHGA5P001322	-1.953	5.563
ASHGA5P001324	-2.023	3.887
ASHGA5P001326	5.201	8.255
ASHGA5P001327	-1.603	5.026
ASHGA5P001328	-1.71	5.299
ASHGA5P001329	-2.898	2.505
ASHGA5P001336	-2.376	3.871
ASHGA5P001337	0.605	2.189
ASHGA5P001338	-1.284	3.622
ASHGA5P001339	0.597	1.95
ASHGA5P001341	-0.903	3.815
ASHGA5P001346	-2.867	5.089
ASHGA5P001347	-4.563	5.664
ASHGA5P001348	0.98	1.72
ASHGA5P001350	-3.534	5.548
ASHGA5P001351	0.4	1.708
ASHGA5P001354	-0.83	3.675
ASHGA5P001355	-0.651	1.86
ASHGA5P001357	1.292	3.587
ASHGA5P001358	-2.313	5.637
ASHGA5P001359	-3.72	7.411
ASHGA5P001360	-0.575	2.278
ASHGA5P001362	-2.552	5.878
ASHGA5P001363	-2.344	6.098
ASHGA5P001364	0.888	3.594
ASHGA5P001365	-4.485	6.598
ASHGA5P001366	1.583	5.042
ASHGA5P001367	-1.472	4.979
ASHGA5P001368	0.793	1.948
ASHGA5P001369	-2.013	5.858
ASHGA5P001370	-2.503	6.503
ASHGA5P001371	-1.86	3.987
ASHGA5P001372	-0.709	2.913
ASHGA5P001373	1.335	2.926
ASHGA5P001374	-1.319	3.58
ASHGA5P001375	-1.972	2.818
ASHGA5P001376	-1.843	4.971
ASHGA5P001377	-3.414	6.391
ASHGA5P001379	1.003	3.844
ASHGA5P001381	3.391	6.141
ASHGA5P001382	1.589	5.141
ASHGA5P001384	0.429	1.947
ASHGA5P001385	0.751	2.05
ASHGA5P001388	1.302	2.328
ASHGA5P001389	-1.653	4.728
ASHGA5P001390	-2.962	4.55
ASHGA5P001392	-0.736	3.241
ASHGA5P001393	0.863	3.253
ASHGA5P001395	-2.01	3.181
ASHGA5P001396	-0.422	1.55
ASHGA5P001397	-2.544	5.829
ASHGA5P001398	-0.975	3.877
ASHGA5P001399	-0.986	2.024
ASHGA5P001400	-2.4	3.638
ASHGA5P001401	1.291	4.584
ASHGA5P001402	0.552	1.613
ASHGA5P001406	1.947	5.378
ASHGA5P001408	0.656	2.464
ASHGA5P001410	-2.13	5.686
ASHGA5P001411	-5.782	5.099
ASHGA5P001412	-0.953	2.511
ASHGA5P001413	0.474	1.72
ASHGA5P001415	-1.793	3.444
ASHGA5P001417	-1.968	5.602
ASHGA5P001418	-2.618	3.35
ASHGA5P001419	-2.643	5.255
ASHGA5P001420	-0.662	1.756
ASHGA5P001422	-1.029	4.044
ASHGA5P001424	-1.047	4.246
ASHGA5P001425	0.72	2.779
ASHGA5P001427	1.046	3.061
ASHGA5P001429	2.404	2.789
ASHGA5P001433	1.269	3.603
ASHGA5P001436	-1.409	3.168
ASHGA5P001437	-0.519	2.057
ASHGA5P001438	-1.718	2.081
ASHGA5P001439	-1.598	4.361
ASHGA5P001440	-1.601	4.401
ASHGA5P001442	-1.177	3.044
ASHGA5P001444	0.388	1.647
ASHGA5P001445	1.304	3.752
ASHGA5P001446	0.619	2.408
ASHGA5P001449	-3.748	3.339
ASHGA5P001451	0.778	2.809
ASHGA5P001452	-0.979	2.924
ASHGA5P001453	-0.954	3.467
ASHGA5P001454	-2.602	2.766
ASHGA5P001456	-1.54	5.248
ASHGA5P001457	-3.202	4.922
ASHGA5P001458	-5.202	7.641
ASHGA5P001459	-1.74	3.803
ASHGA5P001460	0.406	1.542
ASHGA5P001462	-1.004	4.106
ASHGA5P001463	3.598	7.239
ASHGA5P001464	-0.994	2.223
ASHGA5P001466	-3.276	6.98
ASHGA5P001467	1.349	3.669
ASHGA5P001469	-1.511	1.637
ASHGA5P001470	-0.593	2.096
ASHGA5P001471	0.323	1.653
ASHGA5P001472	-0.667	2.385
ASHGA5P001474	-5.837	4.212
ASHGA5P001475	-2.633	5.846
ASHGA5P001476	-2.712	6.276
ASHGA5P001477	4.132	7.187
ASHGA5P001478	-1.443	4.856
ASHGA5P001479	-1.049	2.327
ASHGA5P001480	-1.352	4.881
ASHGA5P001481	-1.213	2.303
ASHGA5P001486	-0.586	2.185
ASHGA5P001487	0.593	2.523
ASHGA5P001488	-2.959	4.763
ASHGA5P001489	-0.386	1.889
ASHGA5P001490	-2.565	5.246
ASHGA5P001491	2.121	4.909
ASHGA5P001493	1.965	5.006
ASHGA5P001494	-1.982	5.973
ASHGA5P001495	1.011	3.41
ASHGA5P001497	0.405	1.879
ASHGA5P001499	8.062	8.931
ASHGA5P001500	2	5.386
ASHGA5P001501	1.023	2.168
ASHGA5P001502	-0.829	3.449
ASHGA5P001503	-1.805	5.066
ASHGA5P001504	0.487	2.347
ASHGA5P001505	-1.158	2.261
ASHGA5P001506	-1.222	2.762
ASHGA5P001507	-0.722	2.678
ASHGA5P001509	-0.593	2.86
ASHGA5P001510	-2.855	6.141
ASHGA5P001511	-2.175	4.822
ASHGA5P001512	0.788	2.369
ASHGA5P001513	-2.058	4.826
ASHGA5P001514	-0.736	2.768
ASHGA5P001516	-1.334	4.39
ASHGA5P001517	-3.918	2.768
ASHGA5P001518	1.241	2.054
ASHGA5P001521	2.027	4.059
ASHGA5P001524	-3.661	7.347
ASHGA5P001525	-0.635	3.012
ASHGA5P001526	1.143	2.721
ASHGA5P001529	1.761	4.626
ASHGA5P001530	-2.421	4.617
ASHGA5P001531	1.537	5.175
ASHGA5P001533	-5.995	4.221
ASHGA5P001534	-1.539	4.532
ASHGA5P001535	-1.537	4.964
ASHGA5P001536	1.823	4.916
ASHGA5P001537	1.343	3.519
ASHGA5P001539	0.366	1.671
ASHGA5P001540	3.726	7.286
ASHGA5P001542	-2.542	4.106
ASHGA5P001543	-2.377	5.866
ASHGA5P001546	-3.156	5.308
ASHGA5P001547	-1.151	3.223
ASHGA5P001548	-1.622	2.556
ASHGA5P001549	-1.371	4.125
ASHGA5P001550	1.092	3.009
ASHGA5P001551	-2.556	3.006
ASHGA5P001552	-7.737	7.742
ASHGA5P001553	-1.681	4.538
ASHGA5P001554	-1.1	4.011
ASHGA5P001555	0.91	1.635
ASHGA5P001557	1.161	1.754
ASHGA5P001559	0.714	2.314
ASHGA5P001560	1.433	4.236
ASHGA5P001561	0.625	2.702
ASHGA5P001562	-1.332	4.787
ASHGA5P001563	-0.859	3.705
ASHGA5P001564	0.608	2.675
ASHGA5P001565	2.262	6.122
ASHGA5P001566	-0.918	3.064
ASHGA5P001570	-1.386	3.873
ASHGA5P001572	-1.148	4.532
ASHGA5P001573	-2.749	4.784
ASHGA5P001574	-0.883	3.269
ASHGA5P001575	-5.335	6.013
ASHGA5P001576	1.612	4.717
ASHGA5P001578	-2.07	3.713
ASHGA5P001579	5.126	6.211
ASHGA5P001580	-2.028	5.038
ASHGA5P001582	-3.018	6.489
ASHGA5P001584	-1.231	4.253
ASHGA5P001585	2.046	5.351
ASHGA5P001586	-3.754	7.428
ASHGA5P001587	-3.407	7.193
ASHGA5P001588	-3.41	5.498
ASHGA5P001589	-1.21	4.416
ASHGA5P001590	-0.714	1.83
ASHGA5P001591	1.281	2.001
ASHGA5P001592	0.959	3.643
ASHGA5P001593	-2.755	5.692
ASHGA5P001595	-2.571	6.64
ASHGA5P001596	-2.01	5.821
ASHGA5P001597	-3.122	5.127
ASHGA5P001601	-1.169	2.114
ASHGA5P001602	-0.631	2.498
ASHGA5P001603	-1.304	4.055
ASHGA5P001604	-2.607	5.403
ASHGA5P001605	-1.508	3.839
ASHGA5P001608	-3.652	5.679
ASHGA5P001609	-0.5	2.136
ASHGA5P001610	-0.813	3.039
ASHGA5P001611	-1	3.592
ASHGA5P001612	-0.724	3.109
ASHGA5P001614	-3.018	3.834
ASHGA5P001616	-1.91	4.878
ASHGA5P001617	-5.213	6.456
ASHGA5P001620	0.988	2.124
ASHGA5P001621	2.74	6.626
ASHGA5P001622	-2.077	5.663
ASHGA5P001623	3.001	6.663
ASHGA5P001625	1.837	4.042
ASHGA5P001626	2.622	6.294
ASHGA5P001629	-1.201	2.53
ASHGA5P001630	-1.248	4.409
ASHGA5P001631	-1.091	1.786
ASHGA5P001635	0.369	2.002
ASHGA5P001636	1.426	2.291
ASHGA5P001637	-3.178	4.877
ASHGA5P001638	-0.508	2.602
ASHGA5P001639	-0.915	3.583
ASHGA5P001640	1.622	4.729
ASHGA5P001641	-1.267	3.379
ASHGA5P001643	-1.881	1.631
ASHGA5P001645	0.987	3.203
ASHGA5P001647	-1.683	5.001
ASHGA5P001648	1.924	3.767
ASHGA5P001649	-2.348	4.866
ASHGA5P001651	-0.472	2.293
ASHGA5P001654	-3.402	6.837
ASHGA5P001655	-0.991	3.671
ASHGA5P001656	-2.111	4.805
ASHGA5P001658	-0.856	2.465
ASHGA5P001661	-3.885	7.249
ASHGA5P001662	1.028	1.988
ASHGA5P001663	-1.995	3.442
ASHGA5P001665	-0.884	2.678
ASHGA5P001666	2.054	4.404
ASHGA5P001667	0.813	3.511
ASHGA5P001668	-2.8	5.89
ASHGA5P001669	-0.899	2.452
ASHGA5P001670	1.6	4.846
ASHGA5P001671	-0.513	1.807
ASHGA5P001673	-1.992	4.437
ASHGA5P001674	-1.694	2.253
ASHGA5P001677	-0.348	1.656
ASHGA5P001678	-3.681	2.732
ASHGA5P001679	1.757	4.794
ASHGA5P001680	0.862	3.451
ASHGA5P001682	-1.565	3.881
ASHGA5P001683	0.76	3.155
ASHGA5P001684	1.075	2.539
ASHGA5P001686	-0.787	3.523
ASHGA5P001687	2.122	5.169
ASHGA5P001688	-1.306	4.362
ASHGA5P001689	-1.756	3.373
ASHGA5P001690	1.105	4.24
ASHGA5P001691	0.804	1.548
ASHGA5P001692	0.669	2.271
ASHGA5P001696	0.857	3.715
ASHGA5P001698	0.554	1.631
ASHGA5P001699	-1.942	5.361
ASHGA5P001700	-3.521	6.554
ASHGA5P001701	-3.218	2.437
ASHGA5P001702	-2.975	6.397
ASHGA5P001706	-0.63	2.483
ASHGA5P001707	-4.819	6.729
ASHGA5P001709	-0.815	2.64
ASHGA5P001710	0.303	1.598
ASHGA5P001711	-1.298	4.338
ASHGA5P001712	1.45	4.772
ASHGA5P001714	1.926	4.036
ASHGA5P001715	1.806	4.321
ASHGA5P001716	-2.323	5.92
ASHGA5P001717	-0.426	1.652
ASHGA5P001718	-0.719	3.275
ASHGA5P001719	-1.187	4.585
ASHGA5P001722	-0.682	2.662
ASHGA5P001723	-1.248	4.606
ASHGA5P001725	1.212	3.716
ASHGA5P001726	3.437	5.785
ASHGA5P001727	6.606	8.219
ASHGA5P001729	0.72	2.004
ASHGA5P001731	-3.735	7.403
ASHGA5P001734	-4.149	7.011
ASHGA5P001735	-3.509	6.883
ASHGA5P001738	0.379	1.74
ASHGA5P001740	-0.503	2.408
ASHGA5P001741	-3.602	7.143
ASHGA5P001743	2.565	4.621
ASHGA5P001744	-2.468	5.341
ASHGA5P001746	-0.638	2.229
ASHGA5P001747	-1.44	3.56
ASHGA5P001748	0.441	2.135
ASHGA5P001749	1.124	3.805
ASHGA5P001751	0.715	3.147
ASHGA5P001752	-5.283	8.061
ASHGA5P001753	-6.853	7.402
ASHGA5P001758	0.507	2.232
ASHGA5P001761	-1.77	4.079
ASHGA5P001763	-2.048	5.567
ASHGA5P001764	0.549	2.592
ASHGA5P001765	3.453	5.613
ASHGA5P001766	-2.813	3.544
ASHGA5P001768	-1.152	4.023
ASHGA5P001769	0.702	1.785
ASHGA5P001770	-4.271	7.772
ASHGA5P001771	-2.159	1.926
ASHGA5P001772	0.344	1.711
ASHGA5P001775	11.248	8.224
ASHGA5P001776	0.549	2.541
ASHGA5P001778	-1.717	5.411
ASHGA5P001780	1.02	3.696
ASHGA5P001781	-2.02	3.695
ASHGA5P001782	1.122	3.005
ASHGA5P001783	-1.685	1.577
ASHGA5P001785	-3.097	6.054
ASHGA5P001786	-0.779	3.306
ASHGA5P001788	1.189	4.468
ASHGA5P001790	-1.098	3.995
ASHGA5P001793	-0.513	2.449
ASHGA5P001794	-2.628	5.836
ASHGA5P001795	-2.164	2.251
ASHGA5P001796	-0.398	1.756
ASHGA5P001798	-2.069	5.411
ASHGA5P001799	-1.034	3.565
ASHGA5P001801	-3.015	5.827
ASHGA5P001803	0.679	2.864
ASHGA5P001804	1.488	4.688
ASHGA5P001805	-1.095	2.608
ASHGA5P001806	-2.103	3.751
ASHGA5P001807	-1.852	5.616
ASHGA5P001808	1.204	3.529
ASHGA5P001809	0.593	2.534
ASHGA5P001810	-0.747	3.296
ASHGA5P001811	1.021	4.137
ASHGA5P001814	1.088	4.126
ASHGA5P001815	1.25	3.088
ASHGA5P001816	-0.347	1.582
ASHGA5P001817	-2.831	4.102
ASHGA5P001819	2.157	4.065
ASHGA5P001820	-2.671	6.331
ASHGA5P001821	1.569	3.411
ASHGA5P001823	2.024	4.896
ASHGA5P001824	0.589	2.253
ASHGA5P001826	0.875	1.584
ASHGA5P001827	-1.491	4.134
ASHGA5P001828	-1.85	5.173
ASHGA5P001829	-0.882	3.281
ASHGA5P001830	-3.764	7.392
ASHGA5P001832	-1.368	4.162
ASHGA5P001833	1.121	3.782
ASHGA5P001834	-2.849	6.624
ASHGA5P001835	1.259	4.347
ASHGA5P001836	-2.216	5.666
ASHGA5P001837	-0.425	1.941
ASHGA5P001838	-3.957	6.64
ASHGA5P001839	2.411	6.291
ASHGA5P001840	1.859	5.342
ASHGA5P001842	-7.126	8.482
ASHGA5P001845	1.268	2.613
ASHGA5P001849	-2.513	5.827
ASHGA5P001854	-1.732	2.73
ASHGA5P001855	-1.111	2.761
ASHGA5P001856	-1.408	2.463
ASHGA5P001858	-0.896	2.883
ASHGA5P001859	-0.633	2.933
ASHGA5P001860	-0.875	2.819
ASHGA5P001861	-4.843	8.095
ASHGA5P001864	3.1	5.763
ASHGA5P001867	0.58	2.45
ASHGA5P001869	1.589	4.56
ASHGA5P001870	1.878	5.653
ASHGA5P001871	3.02	6.486
ASHGA5P001872	-3.122	6.4
ASHGA5P001873	-2.2	5.937
ASHGA5P001874	-1.759	4.647
ASHGA5P001875	0.593	2.813
ASHGA5P001877	-0.943	3.885
ASHGA5P001878	0.658	1.712
ASHGA5P001882	1.353	3.574
ASHGA5P001884	1.407	4.578
ASHGA5P001885	0.415	2.082
ASHGA5P001886	1.348	4.712
ASHGA5P001888	1.084	1.97
ASHGA5P001889	0.442	2.342
ASHGA5P001890	-4.33	4.576
ASHGA5P001891	0.709	3.182
ASHGA5P001892	0.742	2.622
ASHGA5P001893	-2.747	5.798
ASHGA5P001895	-3.778	6.976
ASHGA5P001896	-2.294	2.038
ASHGA5P001897	-1.45	4.715
ASHGA5P001899	1.164	3.005
ASHGA5P001900	1.537	2.941
ASHGA5P001901	-1.188	2.61
ASHGA5P001902	-0.956	2.425
ASHGA5P001903	-0.565	2.367
ASHGA5P001904	-1.12	3.6
ASHGA5P001906	1.864	4.038
ASHGA5P001909	-0.828	3.672
ASHGA5P001910	0.877	3.58
ASHGA5P001911	-3.177	6.653
ASHGA5P001913	0.782	1.65
ASHGA5P001915	-1.92	4.093
ASHGA5P001917	-0.411	1.735
ASHGA5P001918	2.849	6.224
ASHGA5P001919	0.556	2.348
ASHGA5P001922	0.382	2.012
ASHGA5P001924	-4.03	5.502
ASHGA5P001925	-1.426	3.342
ASHGA5P001926	-3.455	5.54
ASHGA5P001927	0.708	2.784
ASHGA5P001928	2.065	4.089
ASHGA5P001930	-2.287	4.726
ASHGA5P001933	-1.305	4.334
ASHGA5P001934	1.488	2.59
ASHGA5P001935	-1.316	4.659
ASHGA5P001936	-2.28	3.523
ASHGA5P001937	2.465	5.597
ASHGA5P001939	0.636	2.675
ASHGA5P001940	1.645	2.633
ASHGA5P001941	-1.483	2.908
ASHGA5P001942	-2.357	6.014
ASHGA5P001943	-0.557	1.542
ASHGA5P001947	2.929	6.555
ASHGA5P001948	-0.456	2.005
ASHGA5P001950	0.956	2.933
ASHGA5P001952	1.961	3.49
ASHGA5P001954	-2.336	6.057
ASHGA5P001955	-0.804	3.045
ASHGA5P001956	-3.616	6.818
ASHGA5P001957	-3.492	5.407
ASHGA5P001958	-4.173	6.911
ASHGA5P001959	1.129	4.068
ASHGA5P001960	-3.248	6.527
ASHGA5P001962	-2.357	1.538
ASHGA5P001963	1.98	3.772
ASHGA5P001964	-3.387	6.186
ASHGA5P001965	-1.638	4.491
ASHGA5P001966	-0.773	2.945
ASHGA5P001967	-5.995	6.973
ASHGA5P001969	-5.163	7.801
ASHGA5P001970	1.354	4.619
ASHGA5P001972	0.524	2.559
ASHGA5P001973	6.525	7.964
ASHGA5P001974	-2.588	6.542
ASHGA5P001975	0.761	2.264
ASHGA5P001976	-1.503	1.651
ASHGA5P001977	-1.081	2.749
ASHGA5P001978	1.572	4.648
ASHGA5P001980	0.85	2.279
ASHGA5P001981	0.941	3.428
ASHGA5P001983	2.482	5.726
ASHGA5P001984	-2.786	5.013
ASHGA5P001985	-1.709	3.92
ASHGA5P001986	1.461	4.798
ASHGA5P001988	-2.601	5.803
ASHGA5P001989	-1.029	3.981
ASHGA5P001991	-7.491	6.086
ASHGA5P001993	3.461	5.903
ASHGA5P001994	1.07	3.702
ASHGA5P001995	-2.284	5.911
ASHGA5P001997	-3.494	3.378
ASHGA5P001998	1.428	5.085
ASHGA5P002000	-2.169	4.603
ASHGA5P002001	-0.775	1.826
ASHGA5P002002	1.057	3.546
ASHGA5P002003	0.368	1.899
ASHGA5P002004	1.309	4.483
ASHGA5P002006	-0.94	3.806
ASHGA5P002007	0.887	3.51
ASHGA5P002008	0.532	2.348
ASHGA5P002009	1.022	2.472
ASHGA5P002010	-5.896	6.732
ASHGA5P002012	-3.704	4.192
ASHGA5P002016	0.41	1.741
ASHGA5P002017	-3.075	6.415
ASHGA5P002018	-0.583	1.798
ASHGA5P002020	0.45	1.731
ASHGA5P002021	-6.2	7.615
ASHGA5P002023	-2.282	6.118
ASHGA5P002025	-2.329	6.12
ASHGA5P002026	-0.814	3.447
ASHGA5P002027	-0.976	2.112
ASHGA5P002028	-0.971	1.718
ASHGA5P002030	-2.879	4.272
ASHGA5P002032	-2.255	5.74
ASHGA5P002033	-1.391	3.665
ASHGA5P002034	0.421	1.603
ASHGA5P002035	-0.617	2.288
ASHGA5P002036	-0.67	3.062
ASHGA5P002037	2.719	5.628
ASHGA5P002039	-0.594	2.445
ASHGA5P002040	0.832	2.804
ASHGA5P002043	-1.051	2.575
ASHGA5P002045	-0.774	2.938
ASHGA5P002046	1.326	4.899
ASHGA5P002047	-1.13	4.174
ASHGA5P002048	-1.15	4.079
ASHGA5P002049	0.651	3.117
ASHGA5P002052	1.182	4.2
ASHGA5P002054	-6.84	8.171
ASHGA5P002055	0.428	2.126
ASHGA5P002057	0.616	2.228
ASHGA5P002058	-1.648	2.441
ASHGA5P002060	0.887	2.295
ASHGA5P002063	-0.86	3.87
ASHGA5P002064	0.879	2.852
ASHGA5P002065	1.541	2.811
ASHGA5P002068	-1.438	2.614
ASHGA5P002069	0.605	2.997
ASHGA5P002070	1.283	1.736
ASHGA5P002071	-1.268	1.637
ASHGA5P002072	-3.59	4.78
ASHGA5P002074	1.128	2.355
ASHGA5P002078	0.464	2.341
ASHGA5P002079	-0.774	1.911
ASHGA5P002083	1.325	2
ASHGA5P002086	-1.075	2.611
ASHGA5P002089	2.133	5.618
ASHGA5P002090	-0.47	2.31
ASHGA5P002092	0.911	2.369
ASHGA5P002095	-2.26	4.655
ASHGA5P002097	-3.577	2.793
ASHGA5P002100	-1.035	4.084
ASHGA5P002101	1.539	5.314
ASHGA5P002102	-3.146	5.45
ASHGA5P002105	-2.277	4.877
ASHGA5P002106	0.688	3.328
ASHGA5P002109	0.628	2.115
ASHGA5P002110	-2.888	6.306
ASHGA5P002112	-0.601	2.926
ASHGA5P002114	0.436	1.975
ASHGA5P002115	-2.525	6.354
ASHGA5P002117	-2.561	5.265
ASHGA5P002118	1.025	2.012
ASHGA5P002119	-0.925	2.934
ASHGA5P002120	6.882	9.076
ASHGA5P002121	-3.238	6.223
ASHGA5P002122	1.067	2.075
ASHGA5P002123	-0.739	3.124
ASHGA5P002124	-2.518	1.664
ASHGA5P002125	0.635	2.769
ASHGA5P002126	0.662	2.712
ASHGA5P002127	-1.519	4.526
ASHGA5P002129	-0.505	2.276
ASHGA5P002130	0.676	2.861
ASHGA5P002131	-0.778	2.386
ASHGA5P002133	1.092	3.574
ASHGA5P002134	0.552	2.109
ASHGA5P002135	1.521	4.766
ASHGA5P002136	-3.138	3.596
ASHGA5P002137	0.66	1.57
ASHGA5P002138	1.18	3.032
ASHGA5P002140	1.93	3.73
ASHGA5P002141	1.056	2.823
ASHGA5P002142	-1.313	3.083
ASHGA5P002143	-3.52	6.647
ASHGA5P002145	-1.617	3.332
ASHGA5P002146	-2.862	4.201
ASHGA5P002147	-0.375	1.681
ASHGA5P002151	1.003	3.491
ASHGA5P002152	1.252	3.706
ASHGA5P002154	2.196	5.803
ASHGA5P002155	-1.895	4.36
ASHGA5P002158	-1.495	3.042
ASHGA5P002159	0.612	2.185
ASHGA5P002160	1.021	3.859
ASHGA5P002161	0.67	1.694
ASHGA5P002162	-2.085	5.754
ASHGA5P002165	-0.946	2.32
ASHGA5P002166	-1.569	4.577
ASHGA5P002168	0.38	1.727
ASHGA5P002169	-1.565	3.568
ASHGA5P002170	0.431	2.14
ASHGA5P002171	0.571	1.719
ASHGA5P002173	-1.361	1.736
ASHGA5P002174	-1.928	4.356
ASHGA5P002175	0.457	2.191
ASHGA5P002177	-2.863	5.744
ASHGA5P002178	-1.14	3.962
ASHGA5P002179	0.397	1.994
ASHGA5P002181	0.579	1.923
ASHGA5P002182	-2.2	4.797
ASHGA5P002183	-2.025	4.39
ASHGA5P002184	2.333	4.878
ASHGA5P002185	1.113	2.541
ASHGA5P002186	-0.941	1.634
ASHGA5P002187	0.989	4.135
ASHGA5P002189	-0.512	2.219
ASHGA5P002191	-0.535	1.716
ASHGA5P002192	0.741	2.911
ASHGA5P002193	1.393	4.46
ASHGA5P002195	-1.931	5.718
ASHGA5P002196	2.293	6.062
ASHGA5P002198	-4.623	5.886
ASHGA5P002199	1.756	5.505
ASHGA5P002201	-2.502	4.067
ASHGA5P002203	-2.609	6.539
ASHGA5P002206	-0.716	3.176
ASHGA5P002208	-1.433	4.366
ASHGA5P002209	-0.606	2.727
ASHGA5P002212	-1.593	2.467
ASHGA5P002214	-0.666	2.641
ASHGA5P002215	1.457	4.962
ASHGA5P002216	1.126	3.683
ASHGA5P002217	1.142	4.159
ASHGA5P002218	5.003	7.48
ASHGA5P002219	-2.85	6.029
ASHGA5P002221	-1.128	3.344
ASHGA5P002223	-2.695	2.78
ASHGA5P002224	0.454	1.795
ASHGA5P002226	-1.502	3.831
ASHGA5P002227	-2.325	5.968
ASHGA5P002229	0.537	2.36
ASHGA5P002230	1.06	3.849
ASHGA5P002231	0.463	1.855
ASHGA5P002234	-1.151	2.066
ASHGA5P002236	-0.645	1.981
ASHGA5P002238	1.019	2.747
ASHGA5P002239	-0.661	2.705
ASHGA5P002242	2.529	6.238
ASHGA5P002243	0.671	1.987
ASHGA5P002244	-3.881	3.706
ASHGA5P002246	-3.597	5.219
ASHGA5P002247	1.128	2.161
ASHGA5P002248	-2.084	4.651
ASHGA5P002249	-3.471	4.847
ASHGA5P002250	1.256	4.701
ASHGA5P002253	-2	4.887
ASHGA5P002255	-0.731	2.787
ASHGA5P002256	1.018	2.399
ASHGA5P002258	1.912	5.578
ASHGA5P002261	-0.959	3.331
ASHGA5P002262	-2.365	5.736
ASHGA5P002264	-1.656	2.72
ASHGA5P002265	5.521	6.766
ASHGA5P002266	-1.868	4.1
ASHGA5P002267	-0.671	2.31
ASHGA5P002268	0.65	2.733
ASHGA5P002269	1.603	4.423
ASHGA5P002270	-2.238	6.144
ASHGA5P002271	-3.069	5.912
ASHGA5P002272	0.411	1.97
ASHGA5P002274	0.911	2.539
ASHGA5P002277	-6.505	6.036
ASHGA5P002278	-0.692	2.341
ASHGA5P002279	-0.536	1.752
ASHGA5P002280	-0.515	2.181
ASHGA5P002282	2.439	5.599
ASHGA5P002284	1.131	4.297
ASHGA5P002285	-1.311	3.254
ASHGA5P002286	-0.43	2.022
ASHGA5P002287	-1.987	4.062
ASHGA5P002288	1.847	5.511
ASHGA5P002289	-3.522	4.893
ASHGA5P002290	-1.68	2.559
ASHGA5P002291	0.703	1.911
ASHGA5P002292	4.177	7.424
ASHGA5P002293	-1.948	4.389
ASHGA5P002294	-1.292	1.855
ASHGA5P002298	-0.808	3.348
ASHGA5P002300	-1.902	5.598
ASHGA5P002301	0.467	2.29
ASHGA5P002304	-1.463	4.144
ASHGA5P002306	-0.848	1.643
ASHGA5P002308	1.012	2.857
ASHGA5P002309	-2.64	2.695
ASHGA5P002311	0.727	3.038
ASHGA5P002312	-1.601	3.975
ASHGA5P002313	-1.6	2.573
ASHGA5P002314	-2.626	4.661
ASHGA5P002315	1.702	4.363
ASHGA5P002318	2.072	2.951
ASHGA5P002319	0.962	4.143
ASHGA5P002320	-2.358	5.786
ASHGA5P002321	-3.198	5.454
ASHGA5P002322	0.827	1.718
ASHGA5P002324	0.455	1.974
ASHGA5P002325	0.709	2.917
ASHGA5P002326	-2.806	4.222
ASHGA5P002327	-2.469	6.141
ASHGA5P002329	-1.78	3
ASHGA5P002330	-2.508	4.484
ASHGA5P002334	-1.804	4.623
ASHGA5P002335	-1.581	2.274
ASHGA5P002336	-1.53	3.75
ASHGA5P002337	-1.031	3.869
ASHGA5P002338	-1.081	2.878
ASHGA5P002340	1.355	3.551
ASHGA5P002341	-2.426	4.608
ASHGA5P002342	1.337	3.918
ASHGA5P002343	-1.535	4.712
ASHGA5P002344	-1.653	3.964
ASHGA5P002346	0.582	2.714
ASHGA5P002349	-2.602	5.726
ASHGA5P002350	-0.478	1.865
ASHGA5P002351	-1.21	4.404
ASHGA5P002355	1.198	2.403
ASHGA5P002356	0.984	3.16
ASHGA5P002357	0.89	2.648
ASHGA5P002360	1.933	5.334
ASHGA5P002363	-1.784	4.077
ASHGA5P002365	1.395	4.518
ASHGA5P002368	0.735	2.023
ASHGA5P002369	-2.55	6.596
ASHGA5P002370	-3.581	6.65
ASHGA5P002372	-0.374	1.781
ASHGA5P002374	0.827	3.523
ASHGA5P002377	-0.593	2.063
ASHGA5P002379	0.768	3.082
ASHGA5P002380	0.974	2.522
ASHGA5P002382	1.758	2.967
ASHGA5P002384	-1.814	4.876
ASHGA5P002385	-0.865	2.51
ASHGA5P002386	-1.267	1.611
ASHGA5P002387	0.514	1.781
ASHGA5P002388	0.907	2.224
ASHGA5P002390	-0.945	2.765
ASHGA5P002391	0.488	1.833
ASHGA5P002392	-0.588	2.81
ASHGA5P002394	0.869	3.252
ASHGA5P002395	0.458	2.304
